tickNumber,in27,B14,B11,cn12,B54,B51,os4,in4,B33,sh10,in22,
1484,,,,,|1483_1484_4_687_,,,,,,,
1485,,,,,,,,,,,,
1486,,,,,,,,,,,,
1487,,,,,,,,,,,,
1488,,,,,,,,,,,|1486_1488_10_688_,
1489,,,,,,,,,,,,
1490,,,,,,,,,,,,
1491,,,,,,,,,,,,
1492,,,,,,,,,,,,
1493,,,,,|1492_1493_4_689_,,,,,,,
1494,,,,,,,,,,,,
1495,,,,,,,|1493_1495_6_690_,,,,,
1496,,,,,,,,,,,,
1497,,,,,,,,,,,,
1498,,,,,,,,,,,,
1499,,,,,,,,,,,,
1500,,,,,,,,,,,,
1501,,,,,,,,,,,,
1502,,,,,,,,,,|1501_1502_9_691_,,
1503,,,,,,,,,,,,
1504,,,,,,,,,,,,
1505,,,,,,,,,,,,
1506,,,,,,,,,,,,
1507,,,,,,,,,,,,
1508,,,,,,,,,,,,
1509,,,,,,,,,,,,
1510,,,,,,,|1507_1510_6_692_,,,,,
1511,,,,,,,,,,,,
1512,,,,,,,,,,,,
1513,,,,,,,,,,,,
1514,,,,,,,,,,,,
1515,,,,,,,,,,,,
1516,,,,,,,,,,,,
1517,,,,,,,|1515_1517_6_693_,,,,,
1518,,,,,,,,,,,,
1519,,,,,,,,,,,|1517_1519_10_694_,
1520,,,,,,,,,,,,
1521,,,,,,,,,,,,
1522,,,,,,,,,,,,
1523,,,,,|1522_1523_4_695_,,,,,,,
1524,,,,,,,,,,,,
1525,,,,,,,,,,,,
1526,,,,,,,,,,,,
1527,,,,,,,,,,,,
1528,,,,,,,,,,,,
1529,,,,,,,,,,|1528_1529_9_696_,,
1530,,,,,,,,,,,,
1531,,,,,,,,,,|1530_1531_9_697_,,
1532,,,,,,,,,,,,
1533,,,,,,,|1531_1533_6_698_,,,,,
1534,,,,,|1533_1534_4_699_,,,,,,,
1535,,,,,,,,,,,,
1536,,,,,,,,,,,,
1537,,,,,,,,,,,,
1538,,,,,,,,,,,|1536_1538_10_700_,
1539,,,,,,,,,,,,
1540,,,,,,,,,,,,
1541,,,,,,,,,,,,
1542,,,,,,,,,,,,
1543,,,,,,,,,,,,
1544,,,,,,,,,,,,
1545,,,,,,,,,,,,
1546,,,,,,,,,,|1545_1546_9_701_,,
1547,,,,,,,,,,,,
1548,,,,,,,,,,,,
1549,,,,,,,,,,,,
1550,,,,,,,,,,,,
1551,,,,,,,,,,,,
1552,,,,,,,,,,,,
1553,,,,,,,,,,,,
1554,,,,,,,,,,,,
1555,,,,,,,,,,|1554_1555_9_702_,,
1556,,,,,,,,,,,,
1557,,,,,,,,,,,,
1558,,,,,,,,,,,,
1559,,,,,,,,,,,,
1560,,,,,,,,,,,,
1561,,,,,,,,,,,,
1562,,,,,,,|1560_1562_6_703_,,,|1561_1562_9_704_,,
1563,,,,,,,,,,,,
1564,,,,,,,,,,,,
1565,,,,,,,,,,,,
1566,,,,,,,,,,,|1564_1566_10_705_,
1567,,,,,,,,,,,,
1568,,,,,,,,,,,,
1569,,,,,,,,,,,,
1570,,,,,,,,,,|1569_1570_9_706_,,
1571,,,,,,,,,,,,
1572,,,,,,,,,,,,
1573,,,,,,,,,,,,
1574,,,,,,,,,,,,
1575,,,,,,,,,,,,
1576,,,,,,,,,,,,
1577,,,,,,,,,,,,
1578,,,,,,,,,,,,
1579,,,,,|1578_1579_4_707_,,,,,,,
1580,,,,,,,,,,,,
1581,,,,,,,,,,,,
1582,,,,,,,,,,,,
1583,,,,,,,,,,,,
1584,,,,,|1583_1584_4_708_,,,,,,,
1585,,,,,,,,,,,,
1586,,,,,,,,,,,|1584_1586_10_709_,
1587,,,,,,,,,,,,
1588,,,,,,,,,,,,
1589,,,,,,,,,,,,
1590,,,,,,,,,,,,
1591,,,,,,,,,,,,
1592,,,,,,,,,,,|1590_1592_10_710_,
1593,,,,,,,,,,,,
1594,,,,,,,,,,,,
1595,,,,,,,,,,,,
1596,,,,,|1595_1596_4_711_,,,,,,,
1597,,,,,|1596_1597_4_712_,,,,,,,
1598,,,,,,,,,,,,
1599,,,,,,,,,,,,
1600,,,,,,,,,,,,
1601,,,,,,,,,,,,
1602,,,,,,,,,,,,
1603,,,,,,,,,,,,
1604,,,,,,,,,,,|1602_1604_10_713_,
1605,,,,,,,,,,,,
1606,,,,,,,,,,,,
1607,,,,,,,,,,,,
1608,,,,,,,,,,,,
1609,,,,,,,,,,,,
1610,,,,,,,,,,,,
1611,,,,,,,,,,,,
1612,,,,,,,,,,|1611_1612_9_714_,,
1613,,,,,,,,,,,,
1614,,,,,,,,,,,,
1615,,,,,,,,,,,,
1616,,,,,,,,,,,,
1617,,,,,|1616_1617_4_715_,,,,,,,
1618,,,,,,,,,,,,
1619,,,,,,,,,,,,
1620,,,,,,,,,,|1619_1620_9_716_,,
1621,,,,,|1620_1621_4_717_,,,,,,,
1622,,,,,,,,,,,,
1623,,,,,,,|1621_1623_6_718_,,,,,
1624,,,,,,,,,,,,
1625,,,,,,,,,,,,
1626,,,,,,,,,,,,
1627,,,,,,,,,,,,
1628,,,,,,,,,,,,
1629,,,,,,,,,,,,
1630,,,,,,,,,,,,
1631,,,,,,,,,,,,
1632,,,,,|1631_1632_4_719_,,,,,,,
1633,,,,,,,,,,,,
1634,,,,,,,,,,,,
1635,,,,,,,,,,,,
1636,,,,,,,,,,,,
1637,,,,,,,,,,,,
1638,,,,,,,,,,,,
1639,,,,,|1638_1639_4_720_,,,,,,,
1640,,,,,,,,,,,,
1641,,,,,,,,,,|1640_1641_9_721_,,
1642,,,,,,,,,,,,
1643,,,,,,,,,,,,
1644,,,,,|1643_1644_4_722_,,,,,,,
1645,,,,,,,,,,,,
1646,,,,,,,,,,,,
1647,,,,,,,,,,,,
1648,,,,,|1647_1648_4_724_,,|1646_1648_6_723_,,,,,
1649,,,,,,,,,,,,
1650,,,,,,,,,,,,
1651,,,,,|1650_1651_4_725_,,,,,,,
1652,,,,,,,,,,|1651_1652_9_726_,,
1653,,,,,,,,,,,,
1654,,,,,,,,,,|1653_1654_9_727_,,
1655,,,,,,,,,,,,
1656,,,,,,,,,,,,
1657,,,,,,,,,,,,
1658,,,,,,,,,,,,
1659,,,,,,,,,,,,
1660,,,,,,,|1658_1660_6_728_,,,,,
1661,,,,,,,|1659_1661_6_729_,,,,,
1662,,,,,,,,,,,,
1663,,,,,|1662_1663_4_730_,,,,,,,
1664,,,,,,,,,,,,
1665,,,,,,,,,,,,
1666,,,,,|1665_1666_4_731_,,,,,,,
1667,,,,,,,,,,,,
1668,,,,,,,,,,,,
1669,,,,,,,,,,,,
1670,,,,,,,,,,,,
1671,,,,,,,,,,,,
1672,,,,,,,,,,,,
1673,,,,,,,,,,,,
1674,,,,,,,,,,,,
1675,,,,,,,,,,,,
1676,,,,,|1675_1676_4_732_,,,,,,,
1677,,,,,,,,,,,,
1678,,,,,|1677_1678_4_733_,,,,,,,
1679,,,,,,,,,,,,
1680,,,,,,,,,,,,
1681,,,,,,,,,,,,
1682,,,,,|1681_1682_4_734_,,,,,,,
1683,,,,,,,,,,,,
1684,,,,,,,,,,,|1682_1684_10_735_,
1685,,,,,,,,,,,,
1686,,,,,,,,,,,,
1687,,,,,,,,,,,,
1688,,,,,,,,,,,,
1689,,,,,,,,,,,,
1690,,,,,|1689_1690_4_736_,,,,,,,
1691,,,,,,,,,,,,
1692,,,,,,,,,,,,
1693,,,,,,,,,,,,
1694,,,,,,,,,,,,
1695,,,,,,,,,,,,
1696,,,,,,,,,,,,
1697,,,,,,,,,,,|1695_1697_10_737_,
1698,,,,,,,,,,,,
1699,,,,,,,,,,,,
1700,,,,,|1699_1700_4_738_,,,,,,,
1701,,,,,,,,,,,,
1702,,,,,|1701_1702_4_739_,,,,,,,
1703,,,,,,,,,,,,
1704,,,,,,,|1702_1704_6_740_,,,,,
1705,,,,,,,,,,,,
1706,,,,,,,,,,,,
1707,,,,,,,|1705_1707_6_741_,,,|1706_1707_9_742_,,
1708,,,,,,,,,,,,
1709,,,,,,,,,,,,
1710,,,,,,,,,,,,
1711,,,,,,,,,,,,
1712,,,,,,,,,,|1711_1712_9_744_,,
1713,,,,,|1712_1713_4_745_,,|1710_1713_6_743_,,,,,
1714,,,,,,,,,,|1713_1714_9_746_,,
1715,,,,,,,,,,|1714_1715_9_747_,,
1716,,,,,,,,,,,,
1717,,,,,,,|1715_1717_6_748_,,,,,
1718,,,,,,,,,,,,
1719,,,,,,,,,,,,
1720,,,,,|1719_1720_4_749_,,,,,,,
1721,,,,,,,,,,,,
1722,,,,,|1721_1722_4_750_,,,,,,,
1723,,,,,,,,,,|1722_1723_9_751_,,
1724,,,,,,,,,,,,
1725,,,,,,,,,,,,
1726,,,,,|1725_1726_4_752_,,,,,,,
1727,,,,,,,,,,,,
1728,,,,,,,,,,,,
1729,,,,,|1728_1729_4_753_,,,,,,,
1730,,,,,,,,,,,,
1731,,,,,,,,,,,,
1732,,,,,,,,,,,,
1733,,,,,,,,,,,,
1734,,,,,,,,,,,,
1735,,,,,,,,,,,,
1736,,,,,,,,,,,,
1737,,,,,,,,,,,,
1738,,,,,|1737_1738_4_754_,,,,,,,
1739,,,,,,,,,,,,
1740,,,,,,,,,,,,
1741,,,,,,,,,,,,
1742,,,,,,,,,,,,
1743,,,,,,,,,,,,
1744,,,,,,,,,,,,
1745,,,,,,,,,,,,
1746,,,,,,,,,,,,
1747,,,,,,,,,,,|1745_1747_10_755_,
1748,,,,,,,,,,,,
1749,,,,,,,|1747_1749_6_756_,,,,,
1750,,,,,,,,,,|1749_1750_9_757_,,
1751,,,,,,,,,,,,
1752,,,,,,,,,,,|1750_1752_10_758_,
1753,,,,,,,,,,,,
1754,,,,,,,,,,,,
1755,,,,,,,,,,,,
1756,,,,,,,,,,,,
1757,,,,,,,,,,,,
1758,,,,,,,|1755_1758_6_759_,,,,,
1759,,,,,,,|1756_1759_6_760_,,,|1758_1759_9_761_,,
1760,,,,,|1759_1760_4_762_,,,,,,,
1761,,,,,,,,,,,,
1762,,,,,,,,,,,,
1763,,,,,,,,,,,,
1764,,,,,|1763_1764_4_763_,,,,,,,
1765,,,,,,,,,,|1764_1765_9_764_,,
1766,,,,,,,,,,|1765_1766_9_765_,,
1767,,,,,,,,,,,,
1768,,,,,,,,,,,,
1769,,,,,,,,,,|1768_1769_9_766_,,
1770,,,,,,,,,,,,
1771,,,,,,,,,,,,
1772,,,,,,,,,,,,
1773,,,,,,,,,,,,
1774,,,,,|1773_1774_4_767_,,,,,,,
1775,,,,,,,,,,,,
1776,,,,,,,,,,,|1774_1776_10_768_,
1777,,,,,,,,,,,,
1778,,,,,|1777_1778_4_769_,,,,,,,
1779,,,,,,,,,,|1778_1779_9_770_,,
1780,,,,,,,,,,,,
1781,,,,,,,,,,,,
1782,,,,,,,|1780_1782_6_771_,,,|1781_1782_9_772_,,
1783,,,,,,,,,,,,
1784,,,,,,,,,,,,
1785,,,,,,,,,,,,
1786,,,,,,,,,,,,
1787,,,,,|1786_1787_4_774_,,|1785_1787_6_773_,,,,,
1788,,,,,,,,,,,,
1789,,,,,|1788_1789_4_775_,,,,,,,
1790,,,,,,,,,,,,
1791,,,,,,,,,,,,
1792,,,,,,,,,,,,
1793,,,,,,,,,,,,
1794,,,,,,,|1791_1794_6_776_,,,,,
1795,,,,,,,,,,,,
1796,,,,,,,,,,,,
1797,,,,,,,,,,,,
1798,,,,,|1797_1798_4_777_,,,,,,,
1799,,,,,,,,,,,,
1800,,,,,,,,,,,,
1801,,,,,,,,,,,,
1802,,,,,,,|1800_1802_6_778_,,,|1801_1802_9_779_,,
1803,,,,,,,,,,,,
1804,,,,,,,,,,,,
1805,,,,,,,,,,|1804_1805_9_780_,,
1806,,,,,,,,,,,,
1807,,,,,,,,,,,,
1808,,,,,,,,,,,,
1809,,,,,,,,,,,,
1810,,,,,,,,,,,,
1811,,,,,,,,,,,,
1812,,,,,,,,,,,,
1813,,,,,|1812_1813_4_781_,,,,,,,
1814,,,,,,,,,,,,
1815,,,,,,,,,,,,
1816,,,,,,,,,,,,
1817,,,,,,,,,,,,
1818,,,,,,,,,,,,
1819,,,,,,,,,,,,
1820,,,,,,,,,,,,
1821,,,,,,,,,,,,
1822,,,,,,,,,,|1821_1822_9_782_,,
1823,,,,,,,,,,,,
1824,,,,,,,,,,,,
1825,,,,,,,,,,,,
1826,,,,,,,,,,,,
1827,,,,,,,|1825_1827_6_783_,,,,,
1828,,,,,,,,,,,,
1829,,,,,,,,,,|1828_1829_9_784_,,
1830,,,,,,,,,,,,
1831,,,,,,,,,,,,
1832,,,,,,,,,,,,
1833,,,,,,,,,,,,
1834,,,,,,,,,,,,
1835,,,,,|1834_1835_4_785_,,,,,,,
1836,,,,,,,,,,,,
1837,,,,,,,,,,,,
1838,,,,,,,,,,,,
1839,,,,,|1838_1839_4_786_,,,,,,,
1840,,,,,,,,,,,,
1841,,,,,,,,,,,,
1842,,,,,,,,,,,,
1843,,,,,,,,,,,,
1844,,,,,,,,,,,,
1845,,,,,,,,,,,|1841_1845_10_787_,
1846,,,,,,,|1843_1846_6_789_|1844_1846_6_790_,,,,|1842_1846_10_788_,
1847,,,,,,,,,,|1846_1847_9_792_,,
1848,,,,,,,|1845_1848_6_791_,,,|1847_1848_9_793_,,
1849,,,,,,,,,,,,
1850,,,,,|1849_1850_4_794_,,,,,,,
1851,,,,,,,,,,,,
1852,,,,,,,,,,|1851_1852_9_796_,,
1853,,,,,,,|1850_1853_6_795_,,,|1852_1853_9_797_,,
1854,,,,,|1853_1854_4_798_,,,,,,,
1855,,,,,,,,,,,,
1856,,,,,|1855_1856_4_799_,,,,,,,
1857,,,,,,,,,,,,
1858,,,,,,,,,,,,
1859,,,,,,,,,,,,
1860,,,,,,,,,,,,
1861,,,,,,,|1858_1861_6_800_,,,,,
1862,,,,,,,,,,,,
1863,,,,,,,,,,,,
1864,,,,,,,,,,,,
1865,,,,,|1864_1865_4_801_,,,,,,,
1866,,,,,|1865_1866_4_802_,,,,,,,
1867,,,,,,,,,,,,
1868,,,,,,,,,,,,
1869,,,,,,,,,,,,
1870,,,,,,,,,,,,
1871,,,,,,,,,,,,
1872,,,,,,,,,,,,
1873,,,,,,,,,,,,
1874,,,,,,,,,,,,
1875,,,,,,,,,,,,
1876,,,,,,,,,,,,
1877,,,,,,,,,,,,
1878,,,,,,,,,,,,
1879,,,,,,,,,,,,
1880,,,,,,,,,,,,
1881,,,,,,,,,,,,
1882,,,,,,,,,,,,
1883,,,,,,,,,,,,
1884,,,,,|1883_1884_4_803_,,,,,,,
1885,,,,,,,,,,,,
1886,,,,,,,,,,,,
1887,,,,,,,,,,,,
1888,,,,,,,,,,|1887_1888_9_805_,,
1889,,,,,,,,,,,|1885_1889_10_804_,
1890,,,,,,,,,,,,
1891,,,,,,,,,,,,
1892,,,,,|1891_1892_4_807_,,,,,,,
1893,,,,,,,,,,,,
1894,,,,,,,,,,,|1890_1894_10_806_,
1895,,,,,,,,,,,,
1896,,,,,|1895_1896_4_808_,,,,,,,
1897,,,,,,,,,,,,
1898,,,,,,,,,,|1897_1898_9_809_,,
1899,,,,,,,,,,,,
1900,,,,,,,,,,|1899_1900_9_810_,,
1901,,,,,,,,,,,,
1902,,,,,,,,,,,,
1903,,,,,,,,,,|1902_1903_9_811_,,
1904,,,,,,,,,,,,
1905,,,,,|1904_1905_4_812_,,,,,,,
1906,,,,,,,,,,,,
1907,,,,,,,,,,,,
1908,,,,,,,,,,,,
1909,,,,,|1908_1909_4_813_,,,,,,,
1910,,,,,,,,,,,,
1911,,,,,,,|1909_1911_6_814_,,,,,
1912,,,,,,,,,,,,
1913,,,,,,,,,,,,
1914,,,,,,,,,,,|1910_1914_10_815_,
1915,,,,,,,,,,,,
1916,,,,,,,,,,,,
1917,,,,,,,,,,,,
1918,,,,,,,,,,,,
1919,,,,,,,,,,,,
1920,,,,,|1919_1920_4_817_,,,,,,,
1921,,,,,,,,,,|1920_1921_9_818_,|1917_1921_10_816_,
1922,,,,,,,,,,|1921_1922_9_819_,,
1923,,,,,,,,,,,,
1924,,,,,,,,,,,,
1925,,,,,,,,,,,,
1926,,,,,,,|1923_1926_6_820_,,,,,
1927,,,,,,,,,,|1926_1927_9_822_,,
1928,,,,,,,,,,,,
1929,,,,,,,,,,|1928_1929_9_823_,|1925_1929_10_821_,
1930,,,,,,,,,,,,
1931,,,,,,,,,,,,
1932,,,,,,,|1929_1932_6_824_,,,|1931_1932_9_825_,,
1933,,,,,,,,,,,,
1934,,,,,,,,,,,,
1935,,,,,,,,,,,,
1936,,,,,,,,,,,,
1937,,,,,,,,,,,,
1938,,,,,,,,,,,,
1939,,,,,,,,,,,,
1940,,,,,,,,,,,,
1941,,,,,,,,,,,,
1942,,,,,,,|1939_1942_6_826_|1940_1942_6_827_,,,,,
1943,,,,,,,,,,,,
1944,,,,,,,,,,,,
1945,,,,,,,,,,,,
1946,,,,,,,,,,,,
1947,,,,,,,,,,,,
1948,,,,,,,,,,,,
1949,,,,,,,,,,,,
1950,,,,,|1949_1950_4_828_,,,,,,,
1951,,,,,,,,,,,,
1952,,,,,,,,,,,,
1953,,,,,|1952_1953_4_830_,,|1951_1953_6_829_,,,,,
1954,,,,,,,,,,,,
1955,,,,,,,,,,,,
1956,,,,,,,,,,,,
1957,,,,,,,,,,,,
1958,,,,,,,,,,|1957_1958_9_831_,,
1959,,,,,|1958_1959_4_832_,,,,,,,
1960,,,,,|1959_1960_4_833_,,,,,,,
1961,,,,,,,,,,,,
1962,,,,,,,,,,,,
1963,,,,,|1962_1963_4_834_,,,,,,,
1964,,,,,,,,,,,,
1965,,,,,,,,,,,,
1966,,,,,,,,,,,,
1967,,,,,,,|1965_1967_6_835_,,,,,
1968,,,,,,,,,,,,
1969,,,,,,,,,,,,
1970,,,,,|1969_1970_4_836_,,,,,,,
1971,,,,,,,,,,,,
1972,,,,,,,,,,|1971_1972_9_837_,,
1973,,,,,|1972_1973_4_838_,,,,,,,
1974,,,,,,,,,,,,
1975,,,,,,,,,,,,
1976,,,,,,,,,,,,
1977,,,,,,,,,,|1976_1977_9_839_,,
1978,,,,,,,,,,,,
1979,,,,,,,,,,,,
1980,,,,,,,,,,|1979_1980_9_840_,,
1981,,,,,,,,,,,,
1982,,,,,,,,,,,,
1983,,,,,,,|1980_1983_6_841_,,,,,
1984,,,,,,,,,,,,
1985,,,,,,,,,,,,
1986,,,,,,,,,,|1985_1986_9_842_,,
1987,,,,,,,,,,,,
1988,,,,,,,,,,,,
1989,,,,,,,,,,,,
1990,,,,,,,,,,,,
1991,,,,,,,,,,,|1987_1991_10_843_,
1992,,,,,,,,,,,,
1993,,,,,,,,,,,,
1994,,,,,,,,,,,,
1995,,,,,,,,,,,,
1996,,,,,,,,,,,,
1997,,,,,,,,,,,|1993_1997_10_844_,
1998,,,,,,,,,,,,
1999,,,,,,,,,,,,
2000,,,,,|1999_2000_4_845_,,,,,,,
2001,,,,,,,,,,,,
2002,,,,,,,,,,,,
2003,,,,,|2002_2003_4_848_,,|2000_2003_6_846_,,,,,
2004,,,,,,,|2001_2004_6_847_,,,,,
2005,,,,,|2004_2005_4_850_,,,,,,,
2006,,,,,|2005_2006_4_851_,,|2003_2006_6_849_,,,,,
2007,,,,,|2006_2007_4_852_,,,,,,,
2008,,,,,,,,,,,,
2009,,,,,,,,,,,,
2010,,,,,,,,,,,,
2011,,,,,,,,,,,,
2012,,,,,,,,,,,,
2013,,,,,,,,,,,,
2014,,,,,,,,,,,,
2015,,,,,,,,,,,,
2016,,,,,,,,,,,,
2017,,,,,,,,,,,|2013_2017_10_853_,
2018,,,,,,,,,,|2017_2018_9_854_,,
2019,,,,,,,,,,,,
2020,,,,,,,,,,,,
2021,,,,,,,,,,,,
2022,,,,,,,,,,,,
2023,,,,,,,,,,,,
2024,,,,,,,,,,,,
2025,,,,,,,,,,,,
2026,,,,,,,|2024_2026_6_855_,,,,,
2027,,,,,,,,,,,,
2028,,,,,,,,,,,,
2029,,,,,,,,,,,,
2030,,,,,,,|2028_2030_6_856_,,,|2029_2030_9_857_,,
2031,,,,,,,,,,,,
2032,,,,,,,,,,,,
2033,,,,,,,,,,,,
2034,,,,,,,|2031_2034_6_858_,,,,,
2035,,,,,,,,,,,,
2036,,,,,,,,,,,,
2037,,,,,,,,,,,,
2038,,,,,,,,,,,,
2039,,,,,,,,,,|2038_2039_9_860_,,
2040,,,,,,,|2037_2040_6_859_,,,,,
2041,,,,,,,,,,,,
2042,,,,,,,,,,,,
2043,,,,,,,,,,,,
2044,,,,,,,,,,,,
2045,,,,,|2044_2045_4_861_,,,,,,,
2046,,,,,,,,,,|2045_2046_9_862_,,
2047,,,,,|2046_2047_4_863_,,,,,,,
2048,,,,,,,,,,,,
2049,,,,,,,,,,|2048_2049_9_864_,,
2050,,,,,,,,,,,,
2051,,,,,,,,,,,,
2052,,,,,,,,,,|2051_2052_9_865_,,
2053,,,,,,,,,,,,
2054,,,,,|2053_2054_4_866_,,,,,,,
2055,,,,,|2054_2055_4_867_,,,,,,,
2056,,,,,,,,,,,,
2057,,,,,,,,,,,,
2058,,,,,,,,,,,,
2059,,,,,,,|2056_2059_6_868_,,,,|2057_2059_10_869_,
2060,,,,,,,,,,,,
2061,,,,,,,,,,|2060_2061_9_870_,,
2062,,,,,,,,,,|2061_2062_9_871_,,
2063,,,,,,,,,,,,
2064,,,,,,,,,,,,
2065,,,,,,,,,,,,
2066,,,,,,,|2064_2066_6_872_,,,,,
2067,,,,,|2066_2067_4_873_,,,,,,,
2068,,,,,,,,,,,,
2069,,,,,,,,,,,,
2070,,,,,|2069_2070_4_874_,,,,,,,
2071,,,,,,,,,,,,
2072,,,,,,,,,,,,
2073,,,,,,,,,,,|2071_2073_10_875_,
2074,,,,,,,,,,,,
2075,,,,,,,,,,,,
2076,,,,,,,,,,,,
2077,,,,,,,,,,,,
2078,,,,,,,,,,,,
2079,,,,,,,,,,,|2077_2079_10_876_,
2080,,,,,,,,,,,,
2081,,,,,,,,,,,,
2082,,,,,,,,,,,,
2083,,,,,,,,,,,,
2084,,,,,,,,,,,,
2085,,,,,|2084_2085_4_877_,,,,,,,
2086,,,,,,,,,,,,
2087,,,,,,,,,,,|2085_2087_10_878_,
2088,,,,,,,,,,,,
2089,,,,,,,,,,|2088_2089_9_879_,,
2090,,,,,|2089_2090_4_880_,,,,,,,
2091,,,,,,,,,,,,
2092,,,,,,,,,,,,
2093,,,,,,,,,,,,
2094,,,,,,,,,,,,
2095,,,,,,,,,,|2094_2095_9_881_,,
2096,,,,,,,,,,,,
2097,,,,,,,,,,,,
2098,,,,,,,,,,,,
2099,,,,,,,,,,,,
2100,,,,,,,,,,,,
2101,,,,,,,,,,|2100_2101_9_883_,|2099_2101_10_882_,
2102,,,,,,,,,,,,
2103,,,,,,,,,,,,
2104,,,,,,,,,,,,
2105,,,,,,,,,,,,
2106,,,,,,,,,,,,
2107,,,,,,,|2104_2107_6_884_,,,,,
2108,,,,,,,,,,,,
2109,,,,,,,,,,|2108_2109_9_885_,,
2110,,,,,,,,,,,,
2111,,,,,,,,,,,,
2112,,,,,,,,,,,,
2113,,,,,,,,,,,,
2114,,,,,,,,,,,,
2115,,,,,,,,,,,,
2116,,,,,,,,,,,,
2117,,,,,,,,,,,,
2118,,,,,,,,,,,,
2119,,,,,,,,,,,,
2120,,,,,,,,,,,,
2121,,,,,,,,,,,,
2122,,,,,|2121_2122_4_887_,,|2120_2122_6_886_,,,,,
2123,,,,,|2122_2123_4_888_,,,,,,,
2124,,,,,,,,,,,,
2125,,,,,,,,,,|2124_2125_9_889_,,
2126,,,,,,,,,,,,
2127,,,,,|2126_2127_4_891_,,|2125_2127_6_890_,,,,,
2128,,,,,,,,,,,,
2129,,,,,,,,,,,,
2130,,,,,,,,,,,|2128_2130_10_892_,
2131,,,,,,,,,,,,
2132,,,,,,,,,,,,
2133,,,,,|2132_2133_4_894_,,,,,,|2131_2133_10_893_,
2134,,,,,,,,,,,,
2135,,,,,,,,,,,,
2136,,,,,,,|2133_2136_6_895_,,,,,
2137,,,,,,,,,,,,
2138,,,,,,,,,,|2137_2138_9_896_,,
2139,,,,,,,,,,,,
2140,,,,,,,,,,,,
2141,,,,,,,,,,,,
2142,,,,,,,,,,,,
2143,,,,,,,,,,,,
2144,,,,,,,,,,,,
2145,,,,,,,,,,|2144_2145_9_897_,,
2146,,,,,,,,,,,,
2147,,,,,,,,,,,,
2148,,,,,,,,,,|2147_2148_9_898_,,
2149,,,,,,,,,,,,
2150,,,,,,,|2148_2150_6_899_,,,,,
2151,,,,,,,|2149_2151_6_900_,,,,,
2152,,,,,,,,,,,,
2153,,,,,,,,,,,,
2154,,,,,,,,,,,,
2155,,,,,,,,,,,|2153_2155_10_901_,
2156,,,,,,,,,,,,
2157,,,,,,,,,,,|2155_2157_10_902_,
2158,,,,,,,,,,,,
2159,,,,,,,,,,,,
2160,,,,,,,,,,,,
2161,,,,,,,,,,,,
2162,,,,,,,,,,,,
2163,,,,,,,,,,,,
2164,,,,,,,,,,,,
2165,,,,,,,|2163_2165_6_903_,,,,,
2166,,,,,,,,,,,,
2167,,,,,,,,,,,,
2168,,,,,,,,,,,,
2169,,,,,,,,,,|2168_2169_9_904_,,
2170,,,,,,,,,,,,
2171,,,,,,,,,,,,
2172,,,,,,,,,,,,
2173,,,,,,,,,,,,
2174,,,,,,,|2172_2174_6_905_,,,,,
2175,,,,,,,,,,,,
2176,,,,,,,,,,,,
2177,,,,,,,,,,,,
2178,,,,,,,,,,,,
2179,,,,,,,,,,,,
2180,,,,,,,,,,,,
2181,,,,,,,,,,,,
2182,,,,,,,,,,,,
2183,,,,,,,,,,,,
2184,,,,,,,,,,,,
2185,,,,,,,,,,|2184_2185_9_907_,,
2186,,,,,,,|2183_2186_6_906_,,,,,
2187,,,,,,,,,,,,
2188,,,,,,,,,,|2187_2188_9_909_,|2186_2188_10_908_,
2189,,,,,,,,,,,,
2190,,,,,,,,,,,,
2191,,,,,,,,,,,,
2192,,,,,,,,,,,,
2193,,,,,,,,,,,|2191_2193_10_910_,
2194,,,,,,,,,,,,
2195,,,,,,,,,,,,
2196,,,,,,,,,,,,
2197,,,,,|2196_2197_4_911_,,,,,,,
2198,,,,,,,,,,,,
2199,,,,,,,,,,,,
2200,,,,,,,,,,,,
2201,,,,,,,,,,,,
2202,,,,,,,|2199_2202_6_912_,,,,,
2203,,,,,,,,,,,,
2204,,,,,,,,,,,,
2205,,,,,,,,,,,,
2206,,,,,,,,,,,,
2207,,,,,,,,,,,,
2208,,,,,,,,,,,,
2209,,,,,,,,,,,,
2210,,,,,,,,,,,|2208_2210_10_913_,
2211,,,,,,,,,,,,
2212,,,,,,,,,,,,
2213,,,,,,,,,,,,
2214,,,,,|2213_2214_4_914_,,,,,,,
2215,,,,,,,,,,,,
2216,,,,,,,,,,,,
2217,,,,,,,,,,|2216_2217_9_916_,|2215_2217_10_915_,
2218,,,,,,,,,,|2217_2218_9_917_,,
2219,,,,,,,,,,,,
2220,,,,,,,,,,,,
2221,,,,,,,,,,,,
2222,,,,,,,,,,,,
2223,,,,,,,,,,,,
2224,,,,,,,,,,,,
2225,,,,,,,,,,,,
2226,,,,,,,,,,,,
2227,,,,,,,,,,,,
2228,,,,,,,,,,,,
2229,,,,,,,|2226_2229_6_918_,,,|2228_2229_9_920_,|2227_2229_10_919_,
2230,,,,,,,,,,,,
2231,,,,,,,,,,,|2229_2231_10_921_,
2232,,,,,,,,,,,,
2233,,,,,,,,,,,,
2234,,,,,,,,,,,,
2235,,,,,,,,,,,,
2236,,,,,,,,,,,,
2237,,,,,,,,,,,,
2238,,,,,,,,,,,,
2239,,,,,,,,,,,,
2240,,,,,,,,,,,,
2241,,,,,,,,,,,,
