tickNumber,in27,B14,B11,cn12,B54,
2243,,,,,,
2244,,|2208_2244_1_886_,,,,
2245,,|2206_2245_1_885_,,,,
2246,,,,,,
2247,,,,,,
2248,,,,,,
2249,,,,,,
2250,,,,,,
2251,,|2212_2251_1_887_,,,,
2252,,,,,,
2253,,,,,,
2254,,,,,,
2255,,,,,,
2256,,,,,,
2257,,,,,,
2258,,,,,,
2259,,,,,,
2260,,,,,,
2261,,,,,,
2262,,,,,,
2263,,,,,,
2264,,,,,,
2265,,,,,,
2266,,,,,,
2267,,|2228_2267_1_888_,,,,
2268,,,,,,
2269,,|2229_2269_1_889_|2231_2269_1_890_,,,,
2270,,,,,,
2271,,,,,,
2272,,,,,,
2273,,|2233_2273_1_891_,,,|2234_2273_4_892_,
2274,,,,,,
2275,,,,,,
2276,,,,,,
2277,,,,,,
2278,,,,,,
2279,,|2242_2279_1_893_,,,,
2280,,,,,,
2281,,,,,|2243_2281_4_894_,
2282,,,,,,
2283,,,,,,
2284,,,,,,
2285,,,,,,
2286,,,,,,
2287,,,,,,
2288,,,,,,
2289,,,,,,
2290,,,,,,
2291,,,,,,
2292,,,,,,
2293,,,,,|2278_2293_4_897_,
2294,,,,,,
2295,,|2257_2295_1_895_,,,,
2296,,,,,|2266_2296_4_896_,
2297,,,,,,
2298,,,,,,
2299,,,,,,
2300,,,,,,
2301,,,,,,
2302,,,,,,
2303,,,,,,
2304,,,,,,
2305,,,,,,
2306,,,,,,
2307,,,,,,
2308,,,,,,
2309,,,,,,
2310,,,,,,
2311,,,,,,
2312,,,,,,
2313,,,,,,
2314,,,,,,
2315,,,,,,
2316,,,,,,
2317,,|2279_2317_1_898_|2280_2317_1_899_,,,,
2318,,|2281_2318_1_900_,,,,
2319,,,,,,
2320,,,,,,
2321,,|2290_2321_1_902_,,,,
2322,,,,,,
2323,,,,,,
2324,,|2293_2324_1_903_,,,,
2325,,,,,,
2326,,,,,,
2327,,|2288_2327_1_901_,,,,
2328,,,,,,
2329,,,,,,
2330,,,,,,
2331,,,,,,
2332,,,,,,
2333,,,,,,
2334,,,,,,
2335,,,,,,
2336,,,,,,
2337,,|2297_2337_1_904_,,,|2298_2337_4_905_,
2338,,,,,,
2339,,,,,,
2340,,,,,,
2341,,|2307_2341_1_906_,,,,
2342,,,,,,
2343,,,,,,
2344,,,,,,
2345,,,,,,
2346,,,,,,
2347,,,,,,
2348,,,,,,
2349,,,,,,
2350,,,,,,
2351,,,,,,
2352,,,,,,
2353,,,,,,
2354,,,,,,
2355,,,,,,
2356,,,,,,
2357,,,,,,
2358,,,,,,
2359,,,,,,
2360,,,,,,
2361,,,,,,
2362,,,,,,
2363,,|2326_2363_1_907_,,,,
2364,,,,,,
2365,,,,,,
2366,,,,,,
2367,,,,,,
2368,,,,,,
2369,,,,,,
2370,,,,,,
2371,,,,,,
2372,,,,,,
2373,,,,,,
2374,,,,,,
2375,,,,,,
2376,,,,,|2375_2376_4_912_,
2377,,,,,,
2378,,,,,,
2379,,,,,,
2380,,,,,,
2381,,,,,,
2382,,,,,,
2383,,,,,,
2384,,,,,,
2385,,,,,,
2386,,|2352_2386_1_909_,,,,
2387,,|2349_2387_1_908_,,,,
2388,,,,,,
2389,,,,,,
2390,,,,,,
2391,,,,,,
2392,,,,,,
2393,,,,,,
2394,,,,,,
2395,,,,,,
2396,,|2356_2396_1_910_|2385_2396_1_915_,,,,
2397,,,,,,
2398,,,,,,
2399,,,,,,
2400,,,,,,
2401,,|2369_2401_1_911_,,,,
2402,,,,,,
2403,,,,,,
2404,,,,,,
2405,,,,,,
2406,,,,,,
2407,,,,,,
2408,,,,,,
2409,,,,,,
2410,,,,,,
2411,,,,,,
2412,,,,,,
2413,,,,,,
2414,,,,,,
2415,,,,,,
2416,,|2377_2416_1_913_|2390_2416_1_917_,,,,
2417,,,,,,
2418,,|2379_2418_1_914_,,,,
2419,,,,,,
2420,,,,,,
2421,,,,,,
2422,,,,,,
2423,,,,,,
2424,,|2388_2424_1_916_,,,,
2425,,,,,,
2426,,,,,|2402_2426_4_919_,
2427,,,,,,
2428,,,,,,
2429,,,,,,
2430,,,,,,
2431,,,,,,
2432,,,,,|2403_2432_4_920_,
2433,,,,,,
2434,,,,,,
2435,,,,,,
2436,,,,,,
2437,,,,,,
2438,,,,,,
2439,,|2415_2439_1_923_,,,,
2440,,|2401_2440_1_918_,,,,
2441,,,,,,
2442,,,,,,
2443,,,,,,
2444,,|2404_2444_1_921_,,,,
2445,,,,,,
2446,,|2416_2446_1_924_,,,,
2447,,,,,,
2448,,,,,,
2449,,|2410_2449_1_922_,,,,
2450,,,,,,
2451,,,,,,
2452,,,,,,
2453,,,,,,
2454,,,,,,
2455,,,,,,
2456,,,,,,
2457,,,,,|2441_2457_4_929_,
2458,,,,,,
2459,,,,,,
2460,,,,,,
2461,,,,,,
2462,,,,,|2426_2462_4_926_,
2463,,|2423_2463_1_925_,,,,
2464,,,,,,
2465,,,,,,
2466,,,,,,
2467,,,,,,
2468,,,,,,
2469,,|2432_2469_1_927_,,,,
2470,,,,,,
2471,,,,,,
2472,,|2439_2472_1_928_,,,|2455_2472_4_932_,
2473,,,,,,
2474,,,,,,
2475,,,,,,
2476,,,,,,
2477,,,,,,
2478,,|2442_2478_1_930_,,,,
2479,,,,,,
2480,,,,,,
2481,,,,,,
2482,,,,,,
2483,,|2444_2483_1_931_,,,,
2484,,,,,,
2485,,,,,,
2486,,,,,,
2487,,,,,,
2488,,,,,,
2489,,,,,,
2490,,,,,,
2491,,,,,,
2492,,,,,,
2493,,,,,,
2494,,,,,,
2495,,,,,,
2496,,,,,,
2497,,,,,,
2498,,,,,,
2499,,,,,,
2500,,,,,,
2501,,,,,,
2502,,,,,,
2503,,,,,,
2504,,,,,,
2505,,,,,,
2506,,,,,,
2507,,,,,|2483_2507_4_934_,
2508,,,,,,
2509,,,,,,
2510,,|2477_2510_1_933_,,,,
2511,,,,,,
2512,,,,,,
2513,,,,,,
2514,,,,,,
2515,,,,,,
2516,,,,,,
2517,,,,,,
2518,,,,,,
2519,,,,,,
2520,,,,,,
2521,,,,,,
2522,,,,,,
2523,,,,,,
2524,,,,,,
2525,,,,,,
2526,,|2488_2526_1_935_,,,,
2527,,,,,,
2528,,,,,,
2529,,|2502_2529_1_936_,,,,
2530,,,,,,
2531,,,,,,
2532,,,,,,
2533,,,,,,
2534,,,,,,
2535,,,,,,
2536,,,,,,
2537,,,,,,
2538,,|2523_2538_1_937_,,,,
2539,,,,,,
2540,,,,,,
2541,,,,,,
2542,,,,,,
2543,,,,,,
2544,,,,,,
2545,,,,,,
2546,,,,,,
2547,,,,,,
2548,,,,,,
2549,,,,,,
2550,,,,,,
2551,,,,,,
2552,,,,,,
2553,,,,,,
2554,,,,,,
2555,,,,,,
2556,,,,,,
2557,,,,,,
2558,,|2549_2558_1_941_,,,,
2559,,,,,,
2560,,,,,,
2561,,,,,,
2562,,,,,|2542_2562_4_939_,
2563,,,,,,
2564,,,,,,
2565,,,,,,
2566,,,,,,
2567,,,,,,
2568,,,,,,
2569,,|2530_2569_1_938_,,,,
2570,,,,,,
2571,,,,,,
2572,,,,,,
2573,,,,,,
2574,,,,,,
2575,,,,,,
2576,,,,,,
2577,,,,,,
2578,,,,,,
2579,,,,,,
2580,,,,,,
2581,,,,,,
2582,,,,,,
2583,,,,,,
2584,,,,,,
2585,,|2547_2585_1_940_,,,,
2586,,,,,,
2587,,,,,|2586_2587_4_947_,
2588,,,,,,
2589,,,,,,
2590,,,,,,
2591,,,,,,
2592,,,,,,
2593,,,,,,
2594,,,,,,
2595,,,,,,
2596,,,,,,
2597,,,,,|2594_2597_4_949_,
2598,,,,,,
2599,,,,,,
2600,,|2562_2600_1_942_,,,,
2601,,,,,,
2602,,,,,,
2603,,,,,,
2604,,,,,,
2605,,,,,,
2606,,,,,,
2607,,,,,,
2608,,,,,,
2609,,,,,,
2610,,|2576_2610_1_944_,,,,
2611,,,,,,
2612,,,,,,
2613,,,,,,
2614,,|2598_2614_1_950_,,,,
2615,,|2575_2615_1_943_,,,,
2616,,|2579_2616_1_945_,,,,
2617,,,,,,
2618,,,,,,
2619,,,,,,
2620,,,,,,
2621,,|2584_2621_1_946_,,,,
2622,,|2593_2622_1_948_,,,,
2623,,,,,,
2624,,,,,,
2625,,,,,,
2626,,,,,,
2627,,,,,,
2628,,,,,,
2629,,,,,,
2630,,,,,,
2631,,,,,|2630_2631_4_956_,
2632,,,,,,
2633,,|2613_2633_1_952_,,,,
2634,,,,,,
2635,,,,,,
2636,,,,,,
2637,,,,,,
2638,,,,,,
2639,,,,,,
2640,,,,,,
2641,,|2629_2641_1_955_,,,,
2642,,,,,,
2643,,|2604_2643_1_951_,,,,
2644,,,,,,
2645,,,,,,
2646,,,,,,
2647,,,,,,
2648,,,,,,
2649,,,,,,
2650,,,,,,
2651,,,,,,
2652,,,,,,
2653,,,,,,
2654,,,,,,
2655,,,,,,
2656,,,,,,
2657,,|2631_2657_1_957_,,,,
2658,,,,,,
2659,,|2622_2659_1_953_,,,,
2660,,,,,,
2661,,,,,,
2662,,|2625_2662_1_954_,,,,
2663,,,,,,
2664,,,,,,
2665,,,,,,
2666,,,,,,
2667,,,,,,
2668,,,,,,
2669,,,,,,
2670,,,,,,
2671,,,,,,
2672,,,,,|2672_2672_4_963_,
2673,,,,,,
2674,,,,,,
2675,,,,,,
2676,,,,,,
2677,,,,,,
2678,,,,,,
2679,,,,,,
2680,,|2648_2680_1_958_,,,,
2681,,,,,,
2682,,,,,,
2683,,,,,,
2684,,,,,,
2685,,,,,,
2686,,,,,,
2687,,,,,,
2688,,|2651_2688_1_959_,,,,
2689,,,,,,
2690,,,,,,
2691,,,,,,
2692,,,,,|2660_2692_4_960_,
2693,,,,,,
2694,,,,,,
2695,,,,,,
2696,,,,,,
2697,,,,,,
2698,,,,,|2698_2698_4_970_,
2699,,,,,|2674_2699_4_964_,
2700,,,,,,
2701,,,,,,
2702,,,,,,
2703,,,,,,
2704,,|2664_2704_1_961_,,,,
2705,,|2681_2705_1_966_,,,,
2706,,|2668_2706_1_962_,,,,
2707,,,,,,
2708,,,,,,
2709,,,,,,
2710,,,,,,
2711,,,,,,
2712,,,,,,
2713,,,,,,
2714,,|2675_2714_1_965_,,,|2714_2714_4_973_,
2715,,,,,|2686_2715_4_968_,
2716,,,,,,
2717,,,,,,
2718,,,,,,
2719,,,,,,
2720,,|2692_2720_1_969_,,,,
2721,,,,,,
2722,,,,,,
2723,,|2685_2723_1_967_,,,,
2724,,,,,,
2725,,,,,,
2726,,,,,,
2727,,,,,,
2728,,,,,,
2729,,,,,,
2730,,,,,,
2731,,,,,,
2732,,,,,,
2733,,,,,,
2734,,,,,,
2735,,,,,,
2736,,,,,,
2737,,,,,,
2738,,,,,,
2739,,,,,|2712_2739_4_972_,
2740,,,,,,
2741,,,,,,
2742,,,,,,
2743,,,,,,
2744,,|2706_2744_1_971_,,,,
2745,,,,,,
2746,,,,,,
2747,,,,,,
2748,,,,,,
2749,,,,,,
2750,,|2719_2750_1_976_,,,,
2751,,,,,|2717_2751_4_974_,
2752,,|2728_2752_1_978_,,,,
2753,,,,,,
2754,,,,,|2718_2754_4_975_,
2755,,,,,,
2756,,,,,,
2757,,,,,,
2758,,,,,,
2759,,|2743_2759_1_981_,,,,
2760,,|2720_2760_1_977_,,,,
2761,,,,,,
2762,,,,,,
2763,,,,,,
2764,,,,,,
2765,,|2729_2765_1_979_,,,,
2766,,,,,,
2767,,,,,,
2768,,,,,,
2769,,,,,,
2770,,,,,,
2771,,,,,,
2772,,,,,,
2773,,,,,,
2774,,,,,,
2775,,,,,,
2776,,,,,,
2777,,|2738_2777_1_980_,,,,
2778,,,,,,
2779,,,,,,
2780,,,,,,
2781,,,,,,
2782,,,,,,
2783,,,,,,
2784,,,,,,
2785,,,,,,
2786,,,,,,
2787,,,,,,
2788,,|2751_2788_1_982_,,,,
2789,,,,,,
2790,,,,,,
2791,,|2757_2791_1_983_|2763_2791_1_984_,,,|2791_2791_4_990_,
2792,,,,,,
2793,,,,,|2789_2793_4_988_,
2794,,,,,|2784_2794_4_986_,
2795,,,,,,
2796,,,,,,
2797,,|2764_2797_1_985_,,,,
2798,,,,,,
2799,,,,,,
2800,,,,,,
2801,,,,,,
2802,,,,,,
2803,,,,,,
2804,,,,,,
2805,,,,,,
2806,,,,,,
2807,,|2787_2807_1_987_,,,,
2808,,,,,,
2809,,,,,,
2810,,,,,,
2811,,,,,,
2812,,,,,,
2813,,,,,,
2814,,,,,,
2815,,,,,,
2816,,,,,,
2817,,,,,,
2818,,,,,,
2819,,,,,,
2820,,,,,,
2821,,,,,,
2822,,,,,,
2823,,,,,,
2824,,|2790_2824_1_989_,,,,
2825,,,,,,
2826,,,,,,
2827,,,,,,
2828,,,,,,
2829,,,,,,
2830,,,,,,
2831,,,,,,
2832,,,,,,
2833,,,,,,
2834,,,,,,
2835,,,,,,
2836,,,,,,
2837,,,,,,
2838,,,,,,
2839,,,,,,
2840,,,,,,
2841,,,,,,
2842,,|2802_2842_1_991_,,,|2838_2842_4_994_,
2843,,,,,,
2844,,,,,,
2845,,,,,,
2846,,,,,,
2847,,,,,,
2848,,,,,,
2849,,,,,,
2850,,,,,,
2851,,,,,,
2852,,|2813_2852_1_992_,,,,
2853,,,,,,
2854,,,,,,
2855,,,,,,
2856,,,,,|2825_2856_4_993_,
2857,,,,,,
2858,,,,,,
2859,,,,,,
2860,,,,,,
2861,,,,,,
2862,,,,,,
2863,,,,,,
2864,,|2851_2864_1_997_,,,,
2865,,,,,,
2866,,,,,,
2867,,,,,,
2868,,,,,,
2869,,,,,|2855_2869_4_998_,
2870,,,,,,
2871,,,,,,
2872,,,,,,
2873,,,,,,
2874,,,,,,
2875,,,,,,
2876,,,,,,
2877,,,,,,
2878,,,,,,
2879,,,,,,
2880,,,,,,
2881,,,,,,
2882,,,,,,
2883,,,,,|2844_2883_4_995_,
2884,,|2869_2884_1_1001_,,,,
2885,,|2845_2885_1_996_,,,,
2886,,,,,,
2887,,,,,,
2888,,,,,,
2889,,,,,,
2890,,,,,,
2891,,,,,,
2892,,,,,,
2893,,,,,,
2894,,,,,,
2895,,,,,,
2896,,,,,,
2897,,,,,,
2898,,|2863_2898_1_999_,,,,
2899,,,,,,
2900,,,,,,
2901,,,,,|2866_2901_4_1000_,
2902,,,,,,
2903,,,,,,
2904,,|2891_2904_1_1003_,,,,
2905,,,,,,
2906,,,,,,
2907,,,,,,
2908,,,,,,
2909,,,,,,
2910,,|2910_2910_1_1007_,,,,
2911,,|2887_2911_1_1002_,,,,
2912,,,,,,
2913,,,,,,
2914,,,,,,
2915,,,,,,
2916,,,,,,
2917,,,,,,
2918,,,,,,
2919,,|2917_2919_1_1008_,,,,
2920,,,,,|2898_2920_4_1005_,
2921,,,,,,
2922,,,,,,
2923,,,,,,
2924,,,,,,
2925,,,,,,
2926,,,,,,
2927,,,,,,
2928,,|2897_2928_1_1004_,,,,
2929,,,,,,
2930,,,,,,
2931,,,,,,
2932,,,,,,
2933,,,,,,
2934,,,,,,
2935,,,,,,
2936,,,,,,
2937,,,,,,
2938,,,,,,
2939,,,,,,
2940,,,,,,
2941,,,,,,
2942,,,,,,
2943,,,,,,
2944,,|2909_2944_1_1006_,,,,
2945,,,,,,
2946,,,,,,
2947,,,,,,
2948,,,,,,
2949,,,,,,
2950,,,,,,
2951,,,,,,
2952,,,,,,
2953,,,,,,
2954,,,,,,
2955,,,,,,
2956,,,,,,
2957,,,,,,
2958,,,,,,
2959,,,,,,
2960,,,,,,
2961,,,,,,
2962,,,,,,
2963,,,,,,
2964,,,,,,
2965,,,,,,
2966,,,,,,
2967,,,,,,
2968,,,,,|2968_2968_4_1010_,
2969,,,,,,
2970,,,,,,
2971,,,,,,
2972,,,,,,
2973,,,,,,
2974,,,,,,
2975,,|2975_2975_1_1011_,,,,
2976,,,,,,
2977,,,,,,
2978,,,,,,
2979,,,,,,
2980,,,,,,
2981,,|2943_2981_1_1009_,,,,
2982,,,,,,
2983,,,,,,
2984,,,,,,
2985,,,,,,
2986,,,,,,
2987,,,,,,
2988,,,,,,
2989,,,,,,
2990,,,,,,
2991,,,,,,
2992,,,,,,
2993,,,,,,
2994,,,,,,
2995,,,,,,
2996,,,,,,
2997,,,,,,
2998,,,,,,
2999,,,,,,
3000,,,,,,
3001,,,,,,
3002,,,,,,
3003,,,,,,
3004,,,,,,
3005,,|2989_3005_1_1013_,,,,
3006,,|3006_3006_1_1015_,,,,
3007,,,,,,
3008,,,,,,
3009,,,,,,
3010,,,,,,
3011,,,,,,
3012,,,,,,
3013,,,,,,
3014,,,,,|2980_3014_4_1012_,
3015,,,,,,
3016,,,,,,
3017,,,,,,
3018,,|3018_3018_1_1018_,,,,
3019,,,,,,
3020,,|3004_3020_1_1014_,,,,
3021,,,,,,
3022,,|3022_3022_1_1020_,,,,
3023,,,,,,
3024,,,,,,
3025,,,,,,
3026,,,,,,
3027,,,,,,
3028,,,,,,
3029,,,,,,
3030,,,,,,
3031,,,,,,
3032,,,,,|3009_3032_4_1016_,
3033,,,,,,
3034,,,,,,
3035,,,,,,
3036,,|3036_3036_1_1023_,,,,
3037,,,,,,
3038,,,,,,
3039,,,,,,
3040,,,,,|3026_3040_4_1021_,
3041,,,,,,
3042,,|3042_3042_1_1024_,,,,
3043,,,,,,
3044,,,,,|3013_3044_4_1017_,
3045,,,,,,
3046,,,,,,
3047,,|3047_3047_1_1025_,,,,
3048,,,,,,
3049,,,,,,
3050,,,,,,
3051,,,,,,
3052,,|3021_3052_1_1019_,,,,
3053,,,,,,
3054,,,,,,
3055,,,,,,
3056,,,,,,
3057,,,,,,
3058,,,,,,
3059,,,,,,
3060,,,,,,
3061,,,,,|3055_3061_4_1026_,
3062,,,,,,
3063,,|3057_3063_1_1027_,,,,
3064,,,,,,
3065,,,,,,
3066,,,,,,
3067,,,,,,
3068,,,,,,
3069,,,,,,
3070,,,,,,
3071,,,,,,
3072,,|3033_3072_1_1022_,,,,
3073,,,,,,
3074,,,,,,
3075,,,,,,
3076,,,,,,
3077,,,,,|3070_3077_4_1028_,
3078,,,,,,
3079,,,,,,
3080,,,,,,
3081,,,,,,
3082,,,,,,
3083,,,,,,
3084,,,,,,
3085,,,,,,
3086,,,,,|3086_3086_4_1033_,
3087,,,,,,
3088,,,,,,
3089,,,,,|3071_3089_4_1029_,
3090,,,,,,
3091,,,,,,
3092,,,,,,
3093,,,,,,
3094,,,,,,
3095,,|3088_3095_1_1034_,,,,
3096,,|3093_3096_1_1035_,,,|3074_3096_4_1030_,
3097,,,,,,
3098,,,,,,
3099,,,,,,
3100,,,,,,
3101,,,,,,
3102,,,,,,
3103,,,,,,
3104,,,,,,
3105,,,,,,
3106,,,,,,
3107,,|3080_3107_1_1031_,,,,
3108,,,,,,
3109,,,,,,
3110,,,,,,
3111,,,,,,
3112,,,,,,
3113,,,,,,
3114,,,,,,
3115,,,,,,
3116,,,,,,
3117,,,,,,
3118,,,,,,
3119,,|3084_3119_1_1032_,,,,
3120,,|3095_3120_1_1036_,,,,
3121,,,,,,
3122,,,,,,
3123,,,,,,
3124,,,,,,
3125,,,,,,
3126,,,,,,
3127,,,,,,
3128,,,,,,
3129,,,,,,
3130,,,,,,
3131,,,,,,
3132,,,,,,
3133,,,,,,
3134,,,,,,
3135,,,,,,
3136,,,,,,
3137,,,,,,
3138,,,,,,
3139,,,,,,
3140,,,,,,
3141,,,,,,
3142,,,,,,
3143,,,,,,
3144,,,,,,
3145,,,,,,
3146,,,,,,
3147,,,,,,
3148,,|3118_3148_1_1037_,,,,
3149,,,,,,
3150,,,,,,
3151,,|3125_3151_1_1038_,,,,
3152,,,,,,
3153,,|3137_3153_1_1039_,,,,
3154,,|3149_3154_1_1040_,,,,
3155,,,,,,
3156,,,,,,
3157,,,,,,
3158,,,,,,
3159,,|3159_3159_1_1042_,,,,
3160,,,,,,
3161,,,,,,
3162,,,,,,
3163,,,,,,
3164,,,,,,
3165,,,,,,
3166,,|3166_3166_1_1044_,,,,
3167,,,,,,
3168,,,,,|3168_3168_4_1045_,
3169,,,,,,
3170,,,,,,
3171,,,,,,
3172,,,,,,
3173,,,,,,
3174,,,,,,
3175,,|3175_3175_1_1047_,,,,
3176,,,,,,
3177,,,,,|3154_3177_4_1041_,
3178,,,,,,
3179,,,,,,
3180,,,,,,
3181,,,,,,
3182,,,,,|3182_3182_4_1048_,
3183,,,,,,
3184,,,,,,
3185,,,,,,
3186,,,,,,
3187,,,,,,
3188,,,,,,
3189,,,,,,
3190,,,,,,
3191,,,,,,
3192,,,,,,
3193,,,,,,
3194,,,,,,
3195,,,,,|3164_3195_4_1043_,
3196,,,,,,
3197,,,,,,
3198,,,,,,
3199,,,,,,
3200,,,,,,
3201,,,,,,
3202,,,,,,
3203,,,,,,
3204,,|3204_3204_1_1050_,,,,
3205,,,,,,
3206,,,,,,
3207,,,,,,
3208,,,,,,
3209,,,,,,
3210,,,,,,
3211,,|3174_3211_1_1046_,,,,
3212,,,,,,
3213,,,,,,
3214,,,,,,
3215,,,,,,
3216,,,,,,
3217,,,,,,
3218,,,,,,
3219,,,,,,
3220,,,,,,
3221,,,,,,
3222,,,,,,
3223,,,,,,
3224,,,,,,
3225,,,,,,
3226,,,,,,
3227,,,,,,
3228,,|3201_3228_1_1049_|3226_3228_1_1052_,,,,
3229,,,,,,
3230,,,,,,
3231,,,,,,
3232,,,,,,
3233,,,,,,
3234,,,,,,
3235,,|3229_3235_1_1054_,,,,
3236,,,,,,
3237,,,,,,
3238,,,,,,
3239,,,,,,
3240,,,,,,
3241,,|3237_3241_1_1055_,,,,
3242,,,,,,
3243,,,,,,
3244,,,,,,
3245,,,,,,
3246,,,,,,
3247,,,,,,
3248,,,,,,
3249,,|3223_3249_1_1051_|3228_3249_1_1053_,,,,
3250,,,,,,
3251,,,,,,
3252,,,,,,
3253,,,,,,
3254,,,,,,
3255,,,,,,
3256,,,,,,
3257,,,,,,
3258,,,,,,
3259,,,,,,
3260,,,,,,
3261,,,,,,
3262,,,,,,
3263,,,,,,
3264,,,,,,
3265,,,,,,
3266,,,,,,
3267,,,,,,
3268,,|3243_3268_1_1056_,,,,
3269,,,,,,
3270,,,,,,
3271,,,,,,
3272,,,,,,
3273,,,,,,
3274,,,,,,
3275,,,,,|3258_3275_4_1058_,
3276,,,,,,
3277,,,,,,
3278,,|3252_3278_1_1057_,,,,
3279,,,,,,
3280,,,,,,
3281,,,,,,
3282,,,,,,
3283,,,,,|3266_3283_4_1059_,
3284,,,,,,
3285,,,,,,
3286,,,,,,
3287,,,,,,
3288,,,,,,
3289,,,,,,
3290,,,,,,
3291,,,,,,
3292,,,,,,
3293,,,,,,
3294,,,,,,
3295,,,,,,
3296,,,,,,
3297,,,,,,
3298,,,,,,
3299,,,,,,
3300,,,,,,
3301,,,,,,
3302,,,,,,
3303,,,,,,
3304,,,,,,
3305,,,,,,
3306,,,,,,
3307,,,,,,
3308,,,,,,
3309,,,,,,
3310,,,,,,
3311,,|3308_3311_1_1064_,,,,
3312,,,,,,
3313,,|3278_3313_1_1060_,,,,
3314,,,,,,
3315,,,,,,
3316,,|3316_3316_1_1065_,,,,
3317,,,,,,
3318,,,,,,
3319,,,,,,
3320,,,,,|3320_3320_4_1066_,
3321,,,,,,
3322,,,,,,
3323,,,,,,
3324,,|3303_3324_1_1063_,,,,
3325,,,,,,
3326,,,,,,
3327,,,,,|3297_3327_4_1062_,
3328,,|3326_3328_1_1068_,,,,
3329,,,,,,
3330,,,,,,
3331,,,,,,
3332,,|3294_3332_1_1061_,,,,
3333,,,,,,
3334,,,,,,
3335,,,,,,
3336,,,,,,
3337,,,,,,
3338,,,,,,
3339,,,,,,
3340,,,,,,
3341,,,,,,
3342,,,,,,
3343,,,,,,
3344,,,,,,
3345,,,,,,
3346,,,,,,
3347,,,,,,
3348,,,,,,
3349,,,,,,
3350,,,,,,
3351,,,,,,
3352,,,,,,
3353,,,,,,
3354,,,,,,
3355,,,,,,
3356,,,,,,
3357,,,,,,
3358,,,,,,
3359,,,,,,
3360,,,,,,
3361,,,,,,
3362,,,,,,
3363,,,,,,
3364,,|3325_3364_1_1067_,,,,
3365,,,,,,
3366,,,,,,
3367,,,,,,
3368,,,,,,
3369,,,,,,
3370,,,,,,
3371,,,,,,
3372,,,,,,
3373,,|3363_3373_1_1069_,,,,
3374,,,,,,
3375,,,,,,
3376,,,,,,
3377,,,,,,
3378,,,,,,
3379,,,,,,
3380,,,,,,
3381,,,,,,
3382,,,,,,
3383,,,,,,
3384,,,,,,
3385,,|3368_3385_1_1070_,,,,
3386,,,,,,
3387,,,,,,
3388,,,,,|3388_3388_4_1072_,
3389,,|3372_3389_1_1071_,,,,
3390,,,,,,
3391,,,,,,
3392,,,,,,
3393,,,,,,
3394,,,,,,
3395,,,,,,
3396,,,,,,
3397,,,,,,
3398,,,,,,
3399,,,,,,
3400,,,,,,
3401,,,,,,
3402,,,,,,
3403,,,,,,
3404,,,,,,
3405,,,,,,
3406,,,,,,
3407,,,,,,
3408,,,,,,
3409,,,,,,
3410,,,,,,
3411,,,,,,
3412,,,,,,
3413,,|3396_3413_1_1073_,,,,
3414,,,,,,
3415,,,,,,
3416,,,,,,
3417,,,,,,
3418,,,,,,
3419,,,,,,
3420,,,,,,
3421,,,,,,
3422,,,,,,
3423,,,,,,
3424,,,,,|3424_3424_4_1076_,
3425,,,,,,
3426,,,,,,
3427,,,,,,
3428,,,,,,
3429,,,,,,
3430,,,,,,
3431,,,,,,
3432,,|3415_3432_1_1074_,,,,
3433,,,,,,
3434,,,,,,
3435,,|3418_3435_1_1075_,,,,
3436,,,,,,
3437,,,,,,
3438,,,,,,
3439,,|3435_3439_1_1077_,,,,
3440,,,,,,
3441,,,,,,
3442,,,,,,
3443,,,,,,
3444,,,,,,
3445,,,,,,
3446,,,,,,
3447,,,,,,
3448,,,,,,
3449,,,,,|3449_3449_4_1080_,
3450,,,,,,
3451,,,,,,
3452,,,,,,
3453,,,,,,
3454,,,,,,
3455,,,,,,
3456,,|3452_3456_1_1081_,,,,
3457,,|3444_3457_1_1078_,,,,
3458,,,,,,
3459,,,,,,
3460,,|3447_3460_1_1079_,,,,
3461,,,,,,
3462,,,,,,
3463,,,,,,
3464,,,,,,
3465,,,,,,
3466,,,,,,
3467,,,,,,
3468,,,,,,
3469,,,,,,
3470,,,,,,
3471,,,,,|3471_3471_4_1084_,
3472,,,,,,
3473,,,,,,
3474,,,,,,
3475,,,,,,
3476,,,,,,
3477,,,,,,
3478,,,,,,
3479,,,,,,
3480,,,,,,
3481,,,,,,
3482,,,,,,
3483,,,,,,
3484,,|3480_3484_1_1086_,,,,
3485,,,,,,
3486,,|3469_3486_1_1082_,,,,
3487,,,,,,
3488,,,,,,
3489,,,,,,
3490,,,,,,
3491,,|3474_3491_1_1085_,,,,
3492,,|3488_3492_1_1088_,,,,
3493,,,,,,
3494,,,,,,
3495,,|3482_3495_1_1087_,,,|3470_3495_4_1083_,
3496,,,,,,
3497,,,,,,
3498,,,,,,
3499,,,,,,
3500,,,,,,
3501,,,,,,
3502,,,,,,
3503,,,,,,
3504,,,,,|3504_3504_4_1090_,
3505,,,,,,
3506,,,,,,
3507,,,,,,
3508,,,,,,
3509,,,,,,
3510,,,,,,
3511,,,,,,
3512,,,,,,
3513,,,,,,
3514,,,,,,
3515,,,,,,
3516,,|3503_3516_1_1089_,,,,
3517,,,,,,
3518,,|3514_3518_1_1093_,,,,
3519,,,,,,
3520,,,,,,
3521,,,,,,
3522,,,,,,
3523,,,,,,
3524,,,,,,
3525,,,,,,
3526,,,,,,
3527,,,,,,
3528,,,,,,
3529,,,,,,
