tickNumber,in27,B14,B11,cn12,B54,
2244,,,,,,
2245,,,,,,
2246,,,,,,
2247,,,,,,
2248,,|2194_2248_1_882_,,,,
2249,,,,,,
2250,,,,,,
2251,,,,,,
2252,,,,,,
2253,,,,,|2193_2253_4_881_,
2254,,,,,,
2255,,,,,|2195_2255_4_883_,
2256,,,,,|2206_2256_4_885_,
2257,,,,,,
2258,,|2198_2258_1_884_,,,,
2259,,,,,,
2260,,,,,,
2261,,,,,,
2262,,,,,,
2263,,,,,,
2264,,,,,,
2265,,,,,|2233_2265_4_891_,
2266,,,,,,
2267,,|2208_2267_1_886_,,,,
2268,,,,,,
2269,,,,,,
2270,,|2212_2270_1_887_,,,,
2271,,,,,,
2272,,,,,,
2273,,,,,,
2274,,,,,,
2275,,,,,,
2276,,,,,,
2277,,,,,,
2278,,|2228_2278_1_888_,,,,
2279,,,,,,
2280,,,,,|2234_2280_4_892_,
2281,|2281_2281_0_900_,,,,,
2282,,,,,,
2283,,,,,,
2284,,,,,,
2285,,,,,,
2286,,,,,|2257_2286_4_895_,
2287,,,,,,
2288,,,,,,
2289,,,,,,
2290,,,,,,
2291,,,,,,
2292,,,,,,
2293,,|2293_2293_1_903_,,,,
2294,,,,,,
2295,,,,,,
2296,,|2242_2296_1_893_,,,,
2297,|2297_2297_0_904_,,,,,
2298,,,,,,
2299,,,,,,
2300,,,,,|2243_2300_4_894_,
2301,,,,,,
2302,,,,,,
2303,,,,,,
2304,,,,,,
2305,,,,,,
2306,,|2280_2306_1_899_,,,,
2307,,,,,,
2308,,,,,,
2309,,,,,,
2310,,,,,,
2311,,,,,,
2312,,,,,,
2313,,,,,,
2314,,,,,,
2315,,,,,|2279_2315_4_898_,
2316,,,,,,
2317,,,,,,
2318,,,,,,
2319,,,,,,
2320,,,,,,
2321,,,,,,
2322,,,,,,
2323,,,,,,
2324,,,,,,
2325,,,,,|2266_2325_4_896_,
2326,,,,,,
2327,,,,,,
2328,,,,,,
2329,,,,,,
2330,,,,,,
2331,,,,,,
2332,,,,,,
2333,,,,,,
2334,,,,,,
2335,,,,,,
2336,,,,,,
2337,,,,,,
2338,,,,,|2278_2338_4_897_,
2339,,,,,,
2340,,,,,,
2341,,,,,,
2342,,,,,,
2343,,,,,,
2344,,,,,,
2345,,,,,,
2346,,,,,|2288_2346_4_901_,
2347,,,,,,
2348,,,,,|2290_2348_4_902_,
2349,,|2349_2349_1_908_,,,,
2350,,,,,,
2351,,,,,,
2352,,,,,,
2353,,,,,,
2354,,,,,,
2355,,,,,,
2356,|2356_2356_0_910_,,,,,
2357,,,,,,
2358,,,,,|2298_2358_4_905_,
2359,,,,,,
2360,,,,,,
2361,,,,,,
2362,,,,,,
2363,,,,,,
2364,,,,,,
2365,,,,,|2326_2365_4_907_,
2366,,,,,,
2367,,,,,|2307_2367_4_906_,
2368,,,,,,
2369,,|2369_2369_1_911_,,,,
2370,,,,,,
2371,,,,,,
2372,,,,,,
2373,,,,,,
2374,,,,,,
2375,,,,,,
2376,,,,,,
2377,,|2377_2377_1_913_,,,,
2378,,,,,,
2379,,,,,,
2380,,,,,,
2381,,,,,,
2382,,,,,,
2383,,,,,,
2384,,,,,,
2385,|2385_2385_0_915_,,,,,
2386,,,,,,
2387,,,,,,
2388,,,,,,
2389,,,,,,
2390,,|2390_2390_1_917_,,,,
2391,,,,,,
2392,,,,,,
2393,,,,,,
2394,,,,,,
2395,,,,,,
2396,,,,,,
2397,,,,,,
2398,,,,,,
2399,,,,,|2352_2399_4_909_,
2400,,,,,,
2401,|2401_2401_0_918_,,,,,
2402,,,,,,
2403,,,,,|2402_2403_4_919_,
2404,,,,,,
2405,,,,,|2379_2405_4_914_,
2406,,,,,,
2407,,,,,,
2408,,,,,,
2409,,,,,,
2410,,,,,,
2411,,,,,,
2412,,,,,,
2413,,,,,,
2414,,,,,,
2415,,,,,,
2416,|2416_2416_0_924_,,,,,
2417,,,,,,
2418,,|2375_2418_1_912_,,,,
2419,,,,,,
2420,,,,,,
2421,,,,,|2415_2421_4_923_,
2422,,|2403_2422_1_920_,,,,
2423,,,,,,
2424,,,,,,
2425,,,,,,
2426,,,,,|2404_2426_4_921_,
2427,,,,,,
2428,,,,,|2423_2428_4_925_,
2429,,,,,,
2430,,,,,,
2431,,,,,,
2432,,,,,,
2433,,,,,,
2434,,,,,,
2435,,,,,,
2436,,,,,,
2437,,,,,|2388_2437_4_916_,
2438,,,,,,
2439,|2439_2439_0_928_,,,,,
2440,,,,,,
2441,,,,,,
2442,,|2442_2442_1_930_,,,,
2443,,,,,,
2444,,,,,,
2445,,,,,|2410_2445_4_922_,
2446,,,,,,
2447,,,,,,
2448,,,,,,
2449,,,,,,
2450,,,,,,
2451,,,,,,
2452,,,,,,
2453,,,,,,
2454,,,,,|2432_2454_4_927_,
2455,,,,,|2455_2455_4_932_,
2456,,,,,,
2457,,,,,,
2458,,,,,,
2459,,,,,,
2460,,,,,,
2461,,,,,,
2462,,,,,,
2463,,|2441_2463_1_929_,,,,
2464,,,,,,
2465,,,,,|2426_2465_4_926_,
2466,,,,,,
2467,,,,,,
2468,,,,,,
2469,,,,,,
2470,,,,,,
2471,,,,,,
2472,,,,,,
2473,,,,,|2444_2473_4_931_,
2474,,,,,,
2475,,,,,,
2476,,,,,,
2477,,,,,,
2478,,,,,,
2479,,,,,,
2480,,,,,,
2481,,,,,,
2482,,,,,,
2483,,,,,,
2484,,,,,,
2485,,,,,,
2486,,,,,|2483_2486_4_934_,
2487,,,,,,
2488,,|2488_2488_1_935_,,,,
2489,,,,,,
2490,,,,,,
2491,,,,,,
2492,,,,,,
2493,,,,,,
2494,,,,,,
2495,,,,,,
2496,,,,,,
2497,,,,,,
2498,,,,,,
2499,,,,,,
2500,,,,,,
2501,,,,,,
2502,,,,,,
2503,,,,,,
2504,,,,,,
2505,,,,,,
2506,,,,,,
2507,,,,,,
2508,,,,,,
2509,,,,,,
2510,,,,,,
2511,,,,,,
2512,,,,,,
2513,,,,,,
2514,,,,,|2477_2514_4_933_,
2515,,,,,,
2516,,,,,,
2517,,,,,|2502_2517_4_936_,
2518,,,,,,
2519,,,,,,
2520,,,,,,
2521,,,,,,
2522,,,,,,
2523,|2523_2523_0_937_,,,,,
2524,,,,,,
2525,,,,,,
2526,,,,,,
2527,,,,,,
2528,,,,,,
2529,,,,,,
2530,,,,,,
2531,,,,,,
2532,,,,,,
2533,,,,,,
2534,,,,,,
2535,,,,,,
2536,,,,,,
2537,,,,,,
2538,,,,,,
2539,,,,,,
2540,,,,,,
2541,,,,,,
2542,,,,,,
2543,,,,,,
2544,,,,,,
2545,,,,,,
2546,,,,,,
2547,,|2547_2547_1_940_,,,,
2548,,,,,,
2549,,|2549_2549_1_941_,,,,
2550,,,,,,
2551,,,,,,
2552,,,,,,
2553,,,,,,
2554,,,,,,
2555,,,,,,
2556,,,,,,
2557,,|2542_2557_1_939_,,,,
2558,,,,,,
2559,,,,,,
2560,,,,,,
2561,,,,,,
2562,,,,,,
2563,,,,,,
2564,,,,,,
2565,,,,,,
2566,,,,,,
2567,,,,,,
2568,,,,,,
2569,,,,,,
2570,,,,,,
2571,,,,,,
2572,,,,,,
2573,,,,,,
2574,,,,,,
2575,,|2575_2575_1_943_,,,,
2576,|2576_2576_0_944_,,,,,
2577,,,,,,
2578,,,,,,
2579,,,,,,
2580,,,,,,
2581,,,,,,
2582,,,,,,
2583,,,,,,
2584,,,,,,
2585,,,,,,
2586,,,,,,
2587,,,,,,
2588,,,,,|2530_2588_4_938_,
2589,,,,,,
2590,,,,,,
2591,,,,,,
2592,,,,,,
2593,,|2593_2593_1_948_,,,,
2594,,,,,,
2595,,,,,|2562_2595_4_942_,
2596,,,,,,
2597,,,,,,
2598,,,,,,
2599,,,,,,
2600,,,,,|2598_2600_4_950_,
2601,,,,,|2594_2601_4_949_,
2602,,,,,,
2603,,,,,,
2604,,,,,|2604_2604_4_951_,
2605,,,,,,
2606,,,,,,
2607,,,,,,
2608,,,,,|2579_2608_4_945_,
2609,,,,,,
2610,,,,,,
2611,,,,,,
2612,,,,,|2584_2612_4_946_,
2613,,|2613_2613_1_952_,,,,
2614,,,,,,
2615,,,,,,
2616,,,,,,
2617,,,,,,
2618,,,,,,
2619,,,,,,
2620,,,,,,
2621,,,,,,
2622,,,,,,
2623,,,,,,
2624,,,,,,
2625,,,,,,
2626,,,,,|2586_2626_4_947_,
2627,,,,,,
2628,,,,,,
2629,,,,,,
2630,,|2630_2630_1_956_,,,,
2631,,,,,,
2632,,,,,,
2633,,,,,,
2634,,,,,,
2635,,,,,,
2636,,,,,,
2637,,,,,,
2638,,,,,,
2639,,,,,,
2640,,,,,,
2641,,,,,,
2642,,,,,,
2643,,,,,,
2644,,,,,,
2645,,,,,,
2646,,,,,,
2647,,,,,|2629_2647_4_955_,
2648,,|2648_2648_1_958_,,,,
2649,,,,,,
2650,,,,,,
2651,,,,,,
2652,,,,,,
2653,,,,,,
2654,,,,,,
2655,,,,,,
2656,,,,,,
2657,,,,,,
2658,,,,,,
2659,,,,,|2625_2659_4_954_,
2660,,,,,,
2661,,,,,,
2662,,,,,,
2663,,,,,,
2664,,,,,,
2665,,,,,,
2666,,,,,,
2667,,,,,|2622_2667_4_953_,
2668,,,,,,
2669,,,,,,
2670,,,,,,
2671,,,,,,
2672,,|2672_2672_1_963_,,,,
2673,,,,,,
2674,,,,,,
2675,,|2675_2675_1_965_,,,,
2676,,,,,|2668_2676_4_962_,
2677,,,,,,
2678,,,,,,
2679,,,,,|2651_2679_4_959_,
2680,,,,,,
2681,,,,,,
2682,,,,,,
2683,,,,,,
2684,,,,,,
2685,,,,,,
2686,,,,,,
2687,,,,,,
2688,,,,,,
2689,,,,,,
2690,,,,,|2631_2690_4_957_,
2691,,,,,,
2692,,|2692_2692_1_969_,,,,
2693,,,,,,
2694,,,,,,
2695,,,,,,
2696,,,,,,
2697,,,,,,
2698,,,,,,
2699,,,,,|2685_2699_4_967_,
2700,,,,,,
2701,,,,,,
2702,,,,,,
2703,,,,,,
2704,,,,,,
2705,,,,,|2664_2705_4_961_,
2706,,,,,,
2707,,,,,,
2708,,|2686_2708_1_968_,,,,
2709,,,,,,
2710,,,,,,
2711,,,,,,
2712,,,,,,
2713,,,,,|2698_2713_4_970_,
2714,,,,,,
2715,,,,,|2706_2715_4_971_,
2716,,,,,,
2717,,,,,,
2718,,,,,,
2719,,,,,,
2720,,|2720_2720_1_977_,,,|2660_2720_4_960_,
2721,,,,,,
2722,,,,,,
2723,,,,,,
2724,,,,,|2681_2724_4_966_,
2725,,,,,,
2726,,,,,,
2727,,,,,,
2728,,,,,,
2729,,,,,,
2730,,,,,,
2731,,,,,,
2732,,,,,|2674_2732_4_964_,
2733,,,,,,
2734,,,,,,
2735,,,,,,
2736,,,,,,
2737,,,,,,
2738,,,,,,
2739,,,,,,
2740,,,,,|2717_2740_4_974_,
2741,,,,,,
2742,,,,,,
2743,,,,,,
2744,,,,,,
2745,,,,,,
2746,,,,,|2714_2746_4_973_,
2747,,,,,,
2748,,,,,,
2749,,,,,|2738_2749_4_980_,
2750,,,,,,
2751,,|2751_2751_1_982_,,,,
2752,,,,,,
2753,,,,,,
2754,,,,,,
2755,,,,,,
2756,,,,,,
2757,,|2757_2757_1_983_,,,,
2758,,,,,,
2759,,,,,,
2760,,,,,,
2761,,,,,,
2762,,,,,|2718_2762_4_975_,
2763,,,,,|2743_2763_4_981_,
2764,|2764_2764_0_985_,,,,,
2765,,,,,,
2766,,,,,,
2767,,,,,,
2768,,,,,,
2769,,,,,,
2770,,,,,,
2771,,,,,|2729_2771_4_979_,
2772,,,,,|2712_2772_4_972_,
2773,,,,,,
2774,,,,,,
2775,,,,,|2719_2775_4_976_,
2776,,,,,,
2777,,,,,|2728_2777_4_978_,
2778,,,,,,
2779,,,,,,
2780,,,,,,
2781,,,,,,
2782,,,,,,
2783,,,,,,
2784,,,,,,
2785,,,,,,
2786,,,,,,
2787,,,,,,
2788,,,,,,
2789,,,,,,
2790,,,,,,
2791,,,,,,
2792,,,,,,
2793,,,,,,
2794,,,,,,
2795,,,,,,
2796,,,,,,
2797,,,,,,
2798,,,,,,
2799,,,,,|2763_2799_4_984_,
2800,,,,,,
2801,,,,,,
2802,|2802_2802_0_991_,,,,,
2803,,,,,,
2804,,,,,,
2805,,,,,,
2806,,,,,,
2807,,,,,,
2808,,,,,,
2809,,,,,,
2810,,,,,,
2811,,,,,,
2812,,,,,,
2813,,,,,,
2814,,,,,,
2815,,,,,,
2816,,,,,|2813_2816_4_992_,
2817,,,,,,
2818,,,,,,
2819,,,,,,
2820,,,,,,
2821,,,,,,
2822,,,,,,
2823,,,,,,
2824,,,,,,
2825,,,,,,
2826,,,,,|2787_2826_4_987_,
2827,,,,,|2790_2827_4_989_,
2828,,,,,,
2829,,,,,,
2830,,,,,,
2831,,,,,,
2832,,,,,,
2833,,,,,,
2834,,,,,,
2835,,,,,,
2836,,,,,,
2837,,,,,,
2838,,,,,,
2839,,,,,,
2840,,,,,,
2841,,,,,,
2842,,,,,,
2843,,,,,,
2844,,|2838_2844_1_994_,,,|2784_2844_4_986_,
2845,|2845_2845_0_996_,,,,,
2846,,,,,|2791_2846_4_990_,
2847,,,,,,
2848,,,,,,
2849,,,,,|2789_2849_4_988_,
2850,,,,,,
2851,,|2851_2851_1_997_,,,,
2852,,,,,,
2853,,,,,,
2854,,,,,,
2855,,,,,,
2856,,,,,,
2857,,,,,,
2858,,,,,,
2859,,,,,,
2860,,,,,,
2861,,,,,,
2862,,,,,,
2863,,,,,,
2864,,,,,|2855_2864_4_998_,
2865,,,,,,
2866,,,,,,
2867,,,,,,
2868,,,,,,
2869,,,,,,
2870,,,,,,
2871,,,,,,
2872,,,,,,
2873,,,,,,
2874,,,,,,
2875,,,,,|2825_2875_4_993_,
2876,,,,,,
2877,,,,,,
2878,,,,,,
2879,,,,,,
2880,,,,,,
2881,,,,,,
2882,,,,,,
2883,,,,,,
2884,,,,,,
2885,,,,,,
2886,,,,,,
2887,,,,,,
2888,,,,,,
2889,,,,,,
2890,,,,,,
2891,,|2891_2891_1_1003_,,,|2866_2891_4_1000_,
2892,,,,,,
2893,,,,,,
2894,,,,,,
2895,,,,,,
2896,,,,,,
2897,,,,,,
2898,,,,,,
2899,,,,,,
2900,,,,,,
2901,,,,,,
2902,,,,,|2844_2902_4_995_,
2903,,,,,,
2904,,,,,,
2905,,,,,,
2906,,,,,,
2907,,,,,,
2908,,,,,,
2909,,,,,,
2910,,|2910_2910_1_1007_,,,,
2911,,,,,,
2912,,,,,,
2913,,,,,,
2914,,,,,,
2915,,,,,,
2916,,,,,,
2917,|2917_2917_0_1008_,,,,,
2918,,,,,,
2919,,,,,,
2920,,,,,,
2921,,,,,,
2922,,,,,,
2923,,,,,|2863_2923_4_999_,
2924,,,,,,
2925,,,,,,
2926,,,,,,
2927,,,,,,
2928,,,,,,
2929,,,,,|2869_2929_4_1001_,
2930,,,,,,
2931,,,,,,
2932,,,,,,
2933,,,,,,
2934,,,,,,
2935,,,,,,
2936,,,,,,
2937,,,,,,
2938,,,,,,
2939,,,,,,
2940,,,,,,
2941,,,,,,
2942,,,,,,
2943,,|2943_2943_1_1009_,,,,
2944,,,,,,
2945,,,,,,
2946,,,,,,
2947,,,,,|2887_2947_4_1002_,
2948,,,,,,
2949,,,,,,
2950,,,,,,
2951,,,,,,
2952,,,,,,
2953,,,,,,
2954,,,,,,
2955,,,,,,
2956,,,,,,
2957,,,,,|2897_2957_4_1004_,
2958,,,,,|2898_2958_4_1005_,
2959,,,,,,
2960,,,,,,
2961,,,,,,
2962,,,,,,
2963,,,,,,
2964,,,,,,
2965,,,,,,
2966,,,,,,
2967,,,,,,
2968,,,,,,
2969,,,,,|2909_2969_4_1006_,
2970,,,,,,
2971,,,,,,
2972,,,,,,
2973,,,,,,
2974,,,,,,
2975,,,,,,
2976,,,,,,
2977,,,,,,
2978,,,,,,
2979,,,,,,
2980,,,,,,
2981,,,,,,
2982,,,,,,
2983,,,,,,
2984,,,,,,
2985,,,,,,
2986,,,,,,
2987,,,,,,
2988,,,,,,
2989,,,,,,
2990,,,,,,
2991,,,,,,
2992,,,,,,
2993,,,,,,
2994,,,,,,
2995,,,,,,
2996,,,,,,
2997,,,,,,
2998,,,,,,
2999,,,,,,
3000,,,,,,
3001,,,,,|2989_3001_4_1013_,
3002,,,,,,
3003,,,,,,
3004,,,,,,
3005,,,,,,
3006,|3006_3006_0_1015_,,,,,
3007,,,,,,
3008,,,,,,
3009,,,,,,
3010,,,,,,
3011,,,,,,
3012,,,,,,
3013,,,,,,
3014,,,,,,
3015,,,,,,
3016,,,,,,
3017,,,,,,
3018,|3018_3018_0_1018_,,,,,
3019,,,,,,
3020,,,,,,
3021,|3021_3021_0_1019_,,,,|2975_3021_4_1011_,
3022,|3022_3022_0_1020_,,,,,
3023,,,,,,
3024,,,,,,
3025,,,,,|2968_3025_4_1010_,
3026,,,,,,
3027,,,,,,
3028,,,,,,
3029,,,,,,
3030,,,,,,
3031,,,,,,
3032,,,,,,
3033,|3033_3033_0_1022_,,,,,
3034,,,,,,
3035,,,,,,
3036,,,,,,
3037,,,,,,
3038,,,,,,
3039,,,,,,
3040,,,,,|2980_3040_4_1012_,
3041,,,,,,
3042,,,,,,
3043,,,,,,
3044,,,,,,
3045,,,,,,
3046,,,,,,
3047,,,,,,
3048,,,,,,
3049,,,,,,
3050,,,,,,
3051,,,,,,
3052,,,,,|3036_3052_4_1023_,
3053,,,,,,
3054,,,,,,
3055,,,,,,
3056,,,,,|3004_3056_4_1014_,
3057,,,,,,
3058,,,,,,
3059,,,,,,
3060,,,,,,
3061,,,,,,
3062,,,,,,
3063,,,,,,
3064,,,,,,
3065,,,,,,
3066,,,,,,
3067,,,,,,
3068,,,,,,
3069,,,,,|3009_3069_4_1016_,
3070,,,,,,
3071,,,,,,
3072,,,,,,
3073,,,,,|3013_3073_4_1017_,
3074,,,,,,
3075,,,,,,
3076,,,,,|3026_3076_4_1021_,
3077,,,,,,
3078,,,,,,
3079,,,,,,
3080,,,,,,
3081,,,,,,
3082,,,,,,
3083,,,,,,
3084,,,,,|3055_3084_4_1026_,
3085,,,,,,
3086,,,,,,
3087,,,,,,
3088,,,,,,
3089,,,,,,
3090,,,,,,
3091,,,,,,
3092,,,,,,
3093,,,,,,
3094,,,,,,
3095,,|3095_3095_1_1036_,,,|3047_3095_4_1025_,
3096,,,,,,
3097,,,,,,
3098,,,,,,
3099,,,,,,
3100,,,,,,
3101,,,,,,
3102,,,,,|3042_3102_4_1024_,
3103,,,,,,
3104,,,,,,
3105,,,,,,
3106,,,,,|3080_3106_4_1031_,
3107,,,,,|3070_3107_4_1028_,
3108,,,,,,
3109,,,,,,
3110,,,,,,
3111,,,,,,
3112,,,,,,
3113,,,,,,
3114,,,,,,
3115,,,,,,
3116,,,,,,
3117,,,,,|3057_3117_4_1027_,
3118,,,,,,
3119,,,,,,
3120,,,,,,
3121,,,,,|3093_3121_4_1035_,
3122,,,,,,
3123,,,,,,
3124,,,,,,
3125,,,,,|3125_3125_4_1038_,
3126,,,,,,
3127,,,,,,
3128,,,,,,
3129,,,,,,
3130,,,,,|3071_3130_4_1029_,
3131,,,,,,
3132,,,,,,
3133,,,,,|3074_3133_4_1030_,
3134,,,,,,
3135,,,,,,
3136,,,,,|3088_3136_4_1034_,
3137,,,,,,
3138,,,,,,
3139,,,,,,
3140,,,,,,
3141,,,,,|3084_3141_4_1032_,
3142,,,,,,
3143,,,,,,
3144,,,,,,
3145,,,,,,
3146,,,,,|3086_3146_4_1033_|3118_3146_4_1037_,
3147,,,,,,
3148,,,,,,
3149,,,,,,
3150,,,,,,
3151,,,,,,
3152,,,,,|3137_3152_4_1039_,
3153,,,,,,
3154,,,,,,
3155,,,,,,
3156,,,,,,
3157,,,,,,
3158,,,,,,
3159,,,,,,
3160,,,,,,
3161,,,,,,
3162,,,,,,
3163,,,,,,
3164,,,,,,
3165,,,,,|3149_3165_4_1040_,
3166,,,,,,
3167,,,,,,
3168,,,,,|3166_3168_4_1044_,
3169,,,,,,
3170,,,,,,
3171,,,,,,
3172,,,,,,
3173,,,,,,
3174,,,,,,
3175,,|3175_3175_1_1047_,,,,
3176,,,,,,
3177,,,,,,
3178,,,,,,
3179,,,,,,
3180,,,,,,
3181,,,,,,
3182,,,,,,
3183,,,,,,
3184,,,,,,
3185,,,,,,
3186,,,,,,
3187,,,,,,
3188,,,,,,
3189,,,,,|3174_3189_4_1046_,
3190,,,,,,
3191,,,,,,
3192,,,,,,
3193,,,,,,
3194,,,,,,
3195,,,,,,
3196,,,,,,
3197,,,,,|3168_3197_4_1045_,
3198,,,,,,
3199,,,,,,
3200,,,,,|3164_3200_4_1043_,
3201,,|3201_3201_1_1049_,,,,
3202,,,,,,
3203,,,,,,
3204,,,,,,
3205,,,,,,
3206,,,,,,
3207,,,,,,
3208,,,,,,
3209,,,,,,
3210,,,,,,
3211,,,,,,
3212,,,,,,
3213,,,,,|3154_3213_4_1041_,
3214,,,,,,
3215,,,,,|3159_3215_4_1042_,
3216,,,,,,
3217,,,,,,
3218,,,,,,
3219,,,,,,
3220,,,,,,
3221,,,,,,
3222,,,,,,
3223,|3223_3223_0_1051_,,,,,
3224,,,,,,
3225,,,,,,
3226,,,,,,
3227,,,,,,
3228,,,,,,
3229,,,,,,
3230,,,,,,
3231,,,,,,
3232,,,,,,
3233,,,,,|3204_3233_4_1050_,
3234,,,,,,
3235,,,,,,
3236,,,,,|3229_3236_4_1054_,
3237,|3237_3237_0_1055_,,,,,
3238,,,,,,
3239,,,,,,
3240,,,,,|3182_3240_4_1048_,
3241,,,,,|3226_3241_4_1052_,
3242,,,,,,
3243,,,,,,
3244,,,,,,
3245,,,,,,
3246,,,,,,
3247,,,,,,
3248,,,,,,
3249,,,,,,
3250,,,,,,
3251,,,,,,
3252,,,,,|3252_3252_4_1057_,
3253,,,,,,
3254,,,,,,
3255,,,,,,
3256,,,,,,
3257,,,,,,
3258,,,,,,
3259,,,,,,
3260,,,,,,
3261,,,,,,
3262,,,,,,
3263,,,,,,
3264,,,,,|3243_3264_4_1056_,
3265,,,,,,
3266,,,,,,
3267,,,,,,
3268,,,,,,
3269,,,,,,
3270,,,,,,
3271,,,,,,
3272,,,,,,
3273,,,,,,
3274,,,,,,
3275,,,,,,
3276,,,,,,
3277,,,,,,
3278,,,,,,
3279,,,,,,
3280,,,,,,
3281,,,,,|3228_3281_4_1053_,
3282,,,,,,
3283,,,,,,
3284,,,,,,
3285,,,,,,
3286,,,,,,
3287,,,,,|3258_3287_4_1058_,
3288,,,,,,
3289,,,,,,
3290,,,,,,
3291,,,,,,
3292,,,,,,
3293,,,,,,
3294,,,,,,
3295,,,,,,
3296,,,,,,
3297,,,,,,
3298,,,,,,
3299,,,,,,
3300,,,,,,
3301,,,,,,
3302,,,,,,
3303,,|3303_3303_1_1063_,,,,
3304,,,,,,
3305,,,,,,
3306,,,,,|3278_3306_4_1060_,
3307,,,,,,
3308,|3308_3308_0_1064_,,,,,
3309,,,,,,
3310,,,,,,
3311,,,,,,
3312,,,,,|3294_3312_4_1061_,
3313,,,,,,
3314,,,,,,
3315,,,,,,
3316,,,,,,
3317,,,,,|3297_3317_4_1062_,
3318,,,,,,
3319,,,,,,
3320,,,,,,
3321,,,,,,
3322,,,,,|3266_3322_4_1059_,
3323,,,,,,
3324,,,,,,
3325,,,,,,
3326,,,,,|3326_3326_4_1068_,
3327,,,,,,
3328,,,,,,
3329,,,,,,
3330,,,,,,
3331,,,,,,
3332,,,,,,
3333,,,,,,
3334,,,,,,
3335,,,,,,
3336,,,,,,
3337,,,,,,
3338,,,,,,
3339,,,,,,
3340,,,,,,
3341,,,,,,
3342,,,,,,
3343,,,,,|3325_3343_4_1067_,
3344,,,,,,
3345,,,,,,
3346,,,,,,
3347,,,,,,
3348,,,,,,
3349,,,,,,
3350,,,,,,
3351,,,,,,
3352,,,,,,
3353,,,,,,
3354,,,,,,
3355,,,,,,
3356,,,,,,
3357,,,,,,
3358,,,,,,
3359,,,,,,
3360,,,,,,
3361,,,,,,
3362,,,,,|3316_3362_4_1065_,
3363,|3363_3363_0_1069_,,,,,
3364,,,,,,
3365,,,,,,
3366,,,,,,
3367,,,,,|3320_3367_4_1066_,
3368,,,,,,
3369,,,,,,
3370,,,,,,
3371,,,,,,
3372,,,,,,
3373,,,,,,
3374,,,,,,
3375,,,,,,
3376,,,,,,
3377,,,,,,
3378,,,,,,
3379,,,,,,
3380,,,,,,
3381,,,,,,
3382,,,,,,
3383,,,,,,
3384,,,,,,
3385,,,,,,
3386,,,,,,
3387,,,,,,
3388,,,,,,
3389,,,,,,
3390,,,,,,
3391,,,,,,
3392,,,,,,
3393,,,,,,
3394,,,,,,
3395,,,,,,
3396,,,,,,
3397,,,,,,
3398,,,,,,
3399,,,,,,
3400,,,,,|3368_3400_4_1070_,
3401,,,,,,
3402,,,,,,
3403,,,,,,
3404,,,,,,
3405,,,,,,
3406,,,,,,
3407,,,,,,
3408,,,,,,
3409,,,,,,
3410,,,,,,
3411,,,,,,
3412,,,,,,
3413,,,,,,
3414,,,,,,
3415,,,,,,
3416,,,,,,
3417,,,,,,
3418,,,,,,
3419,,,,,,
3420,,,,,|3396_3420_4_1073_,
3421,,,,,,
3422,,,,,,
3423,,,,,,
3424,,,,,,
3425,,,,,,
3426,,,,,,
3427,,,,,,
3428,,,,,,
3429,,,,,,
3430,,,,,,
3431,,,,,|3372_3431_4_1071_,
3432,,,,,,
3433,,,,,,
3434,,,,,,
3435,,,,,,
3436,,,,,,
3437,,,,,,
3438,,,,,,
3439,,,,,,
3440,,,,,,
3441,,,,,,
3442,,,,,,
3443,,|3435_3443_1_1077_,,,,
3444,,,,,|3388_3444_4_1072_,
3445,,,,,,
3446,,,,,,
3447,,,,,,
3448,,,,,,
3449,,,,,,
3450,,,,,,
3451,,,,,,
3452,,,,,,
3453,,,,,,
3454,,,,,,
3455,,,,,,
3456,,,,,|3415_3456_4_1074_,
3457,,,,,,
3458,,,,,,
3459,,,,,,
3460,,,,,,
3461,,,,,,
3462,,,,,,
3463,,,,,,
3464,,,,,,
3465,,,,,,
3466,,,,,,
3467,,,,,,
3468,,,,,,
3469,,,,,|3418_3469_4_1075_,
3470,,,,,,
3471,,,,,,
3472,,,,,|3469_3472_4_1082_,
3473,,,,,,
3474,,,,,,
3475,,,,,,
3476,,,,,,
3477,,,,,,
3478,,,,,,
3479,,,,,,
3480,,,,,,
3481,,,,,,
3482,,,,,|3424_3482_4_1076_,
3483,,,,,,
3484,,,,,,
3485,,,,,,
3486,,,,,,
3487,,,,,,
3488,,,,,|3444_3488_4_1078_,
3489,,,,,,
3490,,,,,,
3491,,,,,|3447_3491_4_1079_,
3492,,,,,,
3493,,,,,,
3494,,,,,,
3495,,,,,,
3496,,,,,,
3497,,,,,,
3498,,,,,,
3499,,,,,|3471_3499_4_1084_,
3500,,,,,,
3501,,,,,,
3502,,,,,,
3503,,,,,,
3504,,,,,,
3505,,,,,,
3506,,,,,|3449_3506_4_1080_,
3507,,,,,,
3508,,,,,,
3509,,|3480_3509_1_1086_,,,,
3510,,,,,,
3511,,,,,|3452_3511_4_1081_|3470_3511_4_1083_,
3512,,,,,,
3513,,,,,,
3514,,,,,,
3515,,,,,,
3516,,,,,,
3517,,,,,,
3518,,,,,,
3519,,,,,,
3520,,,,,,
3521,,,,,,
3522,,,,,,
3523,,,,,,
3524,,,,,|3474_3524_4_1085_,
3525,,,,,,
3526,,,,,,
3527,,,,,,
3528,,,,,,
3529,,,,,,
3530,,,,,,
3531,,,,,,
3532,,,,,,
3533,,,,,,
3534,,,,,|3482_3534_4_1087_,
3535,,,,,,
