tickNumber,in27,B14,B11,cn12,B54,
2239,,,,,,
2240,,,,,,
2241,,,,,,
2242,,,,,,
2243,,|2234_2243_1_892_,,,|2228_2243_4_888_,
2244,,,,,,
2245,,,,,|2231_2245_4_890_,
2246,,,,,|2233_2246_4_891_,
2247,,|2243_2247_1_894_,,,|2229_2247_4_889_,
2248,,,,,,
2249,,,,,,
2250,,,,,,
2251,,,,,,
2252,,,,,,
2253,,,,,|2242_2253_4_893_,
2254,,,,,,
2255,,,,,,
2256,,,,,,
2257,,,,,,
2258,,,,,,
2259,,,,,,
2260,,,,,,
2261,,,,,,
2262,,,,,|2257_2262_4_895_,
2263,,,,,,
2264,,,,,,
2265,,,,,,
2266,,|2266_2266_1_896_,,,,
2267,,,,,,
2268,,,,,,
2269,,,,,,
2270,,,,,,
2271,,,,,,
2272,,,,,,
2273,,,,,,
2274,,,,,,
2275,,,,,,
2276,,,,,,
2277,,,,,,
2278,,,,,,
2279,,,,,,
2280,,,,,,
2281,,,|2281_2281_2_900_,,,
2282,,,,,,
2283,,|2278_2283_1_897_,,,,
2284,,,,,,
2285,,,,,,
2286,,,,,,
2287,,,,,,
2288,,,,,,
2289,,,,,,
2290,,,,,,
2291,,,,,,
2292,,,,,,
2293,,,,,,
2294,,,,,,
2295,,,,,,
2296,,,,,|2280_2296_4_899_,
2297,,,|2297_2297_2_904_,,,
2298,,,,,|2279_2298_4_898_,
2299,,|2298_2299_1_905_,,,,
2300,,,,,,
2301,,,,,,
2302,,,,,,
2303,,,,,|2288_2303_4_901_,
2304,,,,,,
2305,,,,,,
2306,,,,,,
2307,,,,,|2290_2307_4_902_,
2308,,,,,|2307_2308_4_906_,
2309,,,,,,
2310,,,,,,
2311,,,,,|2293_2311_4_903_,
2312,,,,,,
2313,,,,,,
2314,,,,,,
2315,,,,,,
2316,,,,,,
2317,,,,,,
2318,,,,,,
2319,,,,,,
2320,,,,,,
2321,,,,,,
2322,,,,,,
2323,,,,,,
2324,,,,,,
2325,,,,,,
2326,,,,,,
2327,,,,,,
2328,,,,,,
2329,,,,,,
2330,,,,,,
2331,,,,,|2326_2331_4_907_,
2332,,,,,,
2333,,,,,,
2334,,,,,,
2335,,,,,,
2336,,,,,,
2337,,,,,,
2338,,,,,,
2339,,,,,,
2340,,,,,,
2341,,,,,,
2342,,,,,,
2343,,,,,,
2344,,,,,,
2345,,,,,,
2346,,,,,,
2347,,,,,,
2348,,,,,,
2349,,,,,,
2350,,,,,,
2351,,,,,,
2352,,,,,,
2353,,,,,,
2354,,,,,,
2355,,,,,,
2356,,,|2356_2356_2_910_,,,
2357,,,,,,
2358,,,,,,
2359,,,,,,
2360,,,,,,
2361,,,,,,
2362,,,,,,
2363,,,,,,
2364,,,,,,
2365,,,,,|2349_2365_4_908_,
2366,,,,,,
2367,,,,,,
2368,,,,,|2352_2368_4_909_,
2369,,,,,,
2370,,,,,,
2371,,,,,,
2372,,,,,,
2373,,,,,,
2374,,,,,,
2375,,,,,|2375_2375_4_912_,
2376,,,,,,
2377,,,,,,
2378,,,,,,
2379,,,,,,
2380,,,,,,
2381,,,,,,
2382,,,,,,
2383,,,,,|2377_2383_4_913_,
2384,,,,,,
2385,,,|2385_2385_2_915_,,|2369_2385_4_911_,
2386,,,,,,
2387,,,,,,
2388,,,,,|2379_2388_4_914_,
2389,,,,,,
2390,,,,,,
2391,,,,,,
2392,,,,,,
2393,,,,,,
2394,,,,,,
2395,,,,,,
2396,,,,,,
2397,,,,,,
2398,,,,,,
2399,,,,,,
2400,,,,,,
2401,,,|2401_2401_2_918_,,,
2402,,,,,,
2403,,,,,|2388_2403_4_916_,
2404,,,,,,
2405,,,,,,
2406,,,,,|2403_2406_4_920_,
2407,,,,,|2390_2407_4_917_,
2408,,,,,|2404_2408_4_921_,
2409,,,,,,
2410,,,,,,
2411,,,,,,
2412,,,,,,
2413,,,,,,
2414,,,,,,
2415,,,,,,
2416,,,|2416_2416_2_924_,,,
2417,,,,,|2402_2417_4_919_,
2418,,,,,,
2419,,,,,,
2420,,,,,,
2421,,,,,|2415_2421_4_923_,
2422,,,,,|2410_2422_4_922_,
2423,,,,,,
2424,,,,,,
2425,,,,,,
2426,,,,,,
2427,,,,,,
2428,,,,,,
2429,,|2426_2429_1_926_,,,|2423_2429_4_925_,
2430,,,,,,
2431,,,,,,
2432,,,,,,
2433,,,,,,
2434,,,,,,
2435,,,,,,
2436,,,,,,
2437,,,,,,
2438,,,,,,
2439,,,|2439_2439_2_928_,,,
2440,,,,,,
2441,,,,,,
2442,,,,,|2432_2442_4_927_|2441_2442_4_929_,
2443,,,,,,
2444,,,,,,
2445,,,,,,
2446,,,,,,
2447,,,,,,
2448,,,,,,
2449,,,,,,
2450,,,,,|2442_2450_4_930_,
2451,,,,,,
2452,,,,,,
2453,,,,,,
2454,,,,,,
2455,,|2455_2455_1_932_,,,,
2456,,,,,,
2457,,,,,,
2458,,,,,,
2459,,,,,,
2460,,,,,,
2461,,,,,,
2462,,,,,,
2463,,,,,|2444_2463_4_931_,
2464,,,,,,
2465,,,,,,
2466,,,,,,
2467,,,,,,
2468,,,,,,
2469,,,,,,
2470,,,,,,
2471,,,,,,
2472,,,,,,
2473,,,,,,
2474,,,,,,
2475,,,,,,
2476,,,,,,
2477,,,,,,
2478,,,,,,
2479,,,,,,
2480,,,,,,
2481,,,,,,
2482,,,,,,
2483,,|2483_2483_1_934_,,,,
2484,,,,,,
2485,,,,,,
2486,,,,,,
2487,,,,,,
2488,,,,,,
2489,,,,,,
2490,,,,,,
2491,,,,,,
2492,,,,,,
2493,,,,,,
2494,,,,,,
2495,,,,,|2477_2495_4_933_|2488_2495_4_935_,
2496,,,,,,
2497,,,,,,
2498,,,,,,
2499,,,,,,
2500,,,,,,
2501,,,,,,
2502,,,,,|2502_2502_4_936_,
2503,,,,,,
2504,,,,,,
2505,,,,,,
2506,,,,,,
2507,,,,,,
2508,,,,,,
2509,,,,,,
2510,,,,,,
2511,,,,,,
2512,,,,,,
2513,,,,,,
2514,,,,,,
2515,,,,,,
2516,,,,,,
2517,,,,,,
2518,,,,,,
2519,,,,,,
2520,,,,,,
2521,,,,,,
2522,,,,,,
2523,,,|2523_2523_2_937_,,,
2524,,,,,,
2525,,,,,,
2526,,,,,,
2527,,,,,,
2528,,,,,,
2529,,,,,,
2530,,,,,,
2531,,,,,,
2532,,,,,,
2533,,,,,,
2534,,,,,,
2535,,,,,,
2536,,,,,,
2537,,,,,,
2538,,,,,,
2539,,,,,,
2540,,,,,,
2541,,,,,,
2542,,,,,,
2543,,,,,,
2544,,,,,,
2545,,,,,,
2546,,,,,,
2547,,,,,,
2548,,,,,,
2549,,,,,,
2550,,,,,|2530_2550_4_938_,
2551,,,,,,
2552,,,,,,
2553,,,,,|2549_2553_4_941_,
2554,,,,,,
2555,,,,,,
2556,,,,,,
2557,,,,,,
2558,,,,,,
2559,,,,,,
2560,,,,,,
2561,,,,,,
2562,,,,,|2542_2562_4_939_,
2563,,,,,,
2564,,,,,,
2565,,,,,,
2566,,,,,,
2567,,,,,|2547_2567_4_940_,
2568,,,,,,
2569,,,,,,
2570,,,,,,
2571,,,,,,
2572,,,,,,
2573,,,,,,
2574,,,,,,
2575,,,,,,
2576,,,|2576_2576_2_944_,,,
2577,,,,,|2562_2577_4_942_,
2578,,,,,,
2579,,,,,,
2580,,,,,,
2581,,,,,,
2582,,,,,,
2583,,,,,,
2584,,,,,|2575_2584_4_943_,
2585,,,,,,
2586,,,,,|2579_2586_4_945_,
2587,,,,,,
2588,,,,,,
2589,,,,,,
2590,,,,,,
2591,,,,,,
2592,,,,,,
2593,,,,,|2593_2593_4_948_,
2594,,,,,,
2595,,,,,,
2596,,,,,,
2597,,,,,,
2598,,,,,,
2599,,,,,|2584_2599_4_946_|2586_2599_4_947_,
2600,,,,,|2598_2600_4_950_,
2601,,,,,,
2602,,,,,,
2603,,,,,,
2604,,,,,,
2605,,,,,,
2606,,,,,,
2607,,,,,,
2608,,,,,,
2609,,,,,|2594_2609_4_949_,
2610,,,,,,
2611,,,,,|2604_2611_4_951_,
2612,,,,,,
2613,,,,,,
2614,,,,,,
2615,,,,,,
2616,,,,,,
2617,,,,,,
2618,,,,,,
2619,,,,,|2613_2619_4_952_,
2620,,,,,,
2621,,,,,,
2622,,,,,,
2623,,,,,,
2624,,,,,,
2625,,,,,,
2626,,,,,,
2627,,,,,,
2628,,,,,,
2629,,,,,,
2630,,,,,,
2631,,,,,,
2632,,,,,,
2633,,,,,,
2634,,,,,,
2635,,,,,,
2636,,,,,|2622_2636_4_953_,
2637,,,,,,
2638,,,,,,
2639,,,,,|2630_2639_4_956_,
2640,,,,,,
2641,,,,,,
2642,,,,,|2625_2642_4_954_|2631_2642_4_957_,
2643,,,,,,
2644,,,,,,
2645,,,,,,
2646,,,,,,
2647,,,,,|2629_2647_4_955_,
2648,,,,,,
2649,,,,,,
2650,,,,,,
2651,,,,,,
2652,,,,,|2651_2652_4_959_,
2653,,,,,,
2654,,,,,,
2655,,,,,,
2656,,,,,,
2657,,,,,,
2658,,,,,,
2659,,,,,,
2660,,|2660_2660_1_960_,,,|2648_2660_4_958_,
2661,,,,,,
2662,,,,,,
2663,,,,,,
2664,,,,,,
2665,,,,,,
2666,,,,,,
2667,,,,,,
2668,,,,,,
2669,,,,,,
2670,,,,,,
2671,,,,,,
2672,,|2672_2672_1_963_,,,,
2673,,,,,,
2674,,,,,,
2675,,,,,|2664_2675_4_961_,
2676,,,,,,
2677,,,,,,
2678,,|2674_2678_1_964_,,,,
2679,,,,,,
2680,,,,,,
2681,,,,,,
2682,,,,,,
2683,,,,,,
2684,,,,,|2675_2684_4_965_,
2685,,,,,,
2686,,,,,,
2687,,,,,,
2688,,,,,|2668_2688_4_962_,
2689,,|2686_2689_1_968_,,,,
2690,,,,,,
2691,,,,,,
2692,,,,,,
2693,,,,,,
2694,,,,,|2681_2694_4_966_,
2695,,,,,,
2696,,,,,,
2697,,,,,,
2698,,,,,,
2699,,|2698_2699_1_970_,,,,
2700,,,,,,
2701,,,,,,
2702,,,,,,
2703,,,,,,
2704,,,,,|2685_2704_4_967_,
2705,,,,,,
2706,,,,,|2692_2706_4_969_,
2707,,,,,,
2708,,,,,,
2709,,,,,,
2710,,,,,,
2711,,,,,,
2712,,,,,,
2713,,,,,,
2714,,,,,|2706_2714_4_971_,
2715,,|2712_2715_1_972_,,,,
2716,,,,,,
2717,,,,,|2714_2717_4_973_,
2718,,|2718_2718_1_975_,,,,
2719,,,,,|2717_2719_4_974_,
2720,,,,,,
2721,,,,,,
2722,,,,,,
2723,,,,,,
2724,,,,,,
2725,,,,,,
2726,,,,,|2719_2726_4_976_,
2727,,,,,,
2728,,,,,|2728_2728_4_978_,
2729,,,,,,
2730,,,,,,
2731,,,,,,
2732,,,,,,
2733,,,,,|2720_2733_4_977_,
2734,,,,,,
2735,,,,,,
2736,,,,,,
2737,,,,,|2729_2737_4_979_,
2738,,,,,,
2739,,,,,|2738_2739_4_980_,
2740,,,,,,
2741,,,,,,
2742,,,,,,
2743,,,,,,
2744,,,,,,
2745,,,,,,
2746,,,,,,
2747,,,,,,
2748,,,,,,
2749,,,,,,
2750,,,,,,
2751,,,,,,
2752,,,,,,
2753,,,,,,
2754,,,,,|2751_2754_4_982_,
2755,,,,,,
2756,,,,,,
2757,,,,,,
2758,,,,,,
2759,,,,,,
2760,,,,,,
2761,,,,,,
2762,,,,,|2743_2762_4_981_,
2763,,,,,,
2764,,,|2764_2764_2_985_,,,
2765,,,,,,
2766,,,,,,
2767,,,,,,
2768,,,,,,
2769,,,,,,
2770,,,,,,
2771,,,,,|2757_2771_4_983_,
2772,,,,,,
2773,,,,,,
2774,,,,,,
2775,,,,,,
2776,,,,,,
2777,,,,,,
2778,,,,,,
2779,,,,,,
2780,,,,,,
2781,,,,,|2763_2781_4_984_,
2782,,,,,,
2783,,,,,,
2784,,,,,,
2785,,|2784_2785_1_986_,,,,
2786,,,,,,
2787,,,,,,
2788,,,,,,
2789,,,,,,
2790,,,,,,
2791,,|2791_2791_1_990_,,,,
2792,,,,,,
2793,,,,,,
2794,,,,,,
2795,,,,,|2787_2795_4_987_,
2796,,,,,,
2797,,,,,,
2798,,,,,|2790_2798_4_989_,
2799,,|2789_2799_1_988_,,,,
2800,,,,,,
2801,,,,,,
2802,,,|2802_2802_2_991_,,,
2803,,,,,,
2804,,,,,,
2805,,,,,,
2806,,,,,,
2807,,,,,,
2808,,,,,,
2809,,,,,,
2810,,,,,,
2811,,,,,,
2812,,,,,,
2813,,,,,,
2814,,,,,,
2815,,,,,,
2816,,,,,,
2817,,,,,,
2818,,,,,,
2819,,,,,,
2820,,,,,,
2821,,,,,,
2822,,,,,,
2823,,,,,,
2824,,,,,,
2825,,,,,,
2826,,,,,,
2827,,,,,,
2828,,,,,|2813_2828_4_992_,
2829,,,,,,
2830,,,,,,
2831,,,,,,
2832,,,,,,
2833,,,,,,
2834,,,,,,
2835,,,,,,
2836,,,,,,
2837,,,,,,
2838,,,,,,
2839,,,,,,
2840,,,,,,
2841,,,,,|2825_2841_4_993_,
2842,,,,,,
2843,,|2838_2843_1_994_,,,,
2844,,,,,,
2845,,,|2845_2845_2_996_,,,
2846,,,,,,
2847,,,,,,
2848,,,,,,
2849,,|2844_2849_1_995_,,,,
2850,,,,,,
2851,,,,,,
2852,,,,,|2851_2852_4_997_,
2853,,,,,,
2854,,,,,,
2855,,,,,,
2856,,|2855_2856_1_998_,,,,
2857,,,,,,
2858,,,,,,
2859,,,,,,
2860,,,,,,
2861,,,,,,
2862,,,,,,
2863,,,,,,
2864,,,,,,
2865,,,,,,
2866,,,,,,
2867,,,,,,
2868,,,,,,
2869,,,,,,
2870,,,,,,
2871,,,,,|2863_2871_4_999_,
2872,,|2866_2872_1_1000_,,,,
2873,,,,,,
2874,,,,,,
2875,,,,,,
2876,,,,,,
2877,,,,,,
2878,,,,,,
2879,,,,,,
2880,,,,,,
2881,,,,,,
2882,,,,,,
2883,,,,,,
2884,,,,,,
2885,,,,,,
2886,,,,,,
2887,,,,,,
2888,,,,,,
2889,,,,,|2869_2889_4_1001_,
2890,,,,,,
2891,,,,,,
2892,,,,,,
2893,,,,,,
2894,,,,,,
2895,,,,,,
2896,,,,,,
2897,,,,,,
2898,,,,,,
2899,,,,,,
2900,,,,,,
2901,,,,,|2887_2901_4_1002_,
2902,,,,,,
2903,,,,,,
2904,,,,,,
2905,,,,,|2897_2905_4_1004_,
2906,,,,,,
2907,,,,,,
2908,,,,,,
2909,,,,,,
2910,,,,,,
2911,,,,,|2891_2911_4_1003_,
2912,,,,,,
2913,,,,,,
2914,,,,,,
2915,,,,,,
2916,,,,,|2898_2916_4_1005_,
2917,,,|2917_2917_2_1008_,,,
2918,,,,,|2910_2918_4_1007_,
2919,,,,,,
2920,,,,,,
2921,,,,,,
2922,,,,,|2909_2922_4_1006_,
2923,,,,,,
2924,,,,,,
2925,,,,,,
2926,,,,,,
2927,,,,,,
2928,,,,,,
2929,,,,,,
2930,,,,,,
2931,,,,,,
2932,,,,,,
2933,,,,,,
2934,,,,,,
2935,,,,,,
2936,,,,,,
2937,,,,,,
2938,,,,,,
2939,,,,,,
2940,,,,,,
2941,,,,,,
2942,,,,,,
2943,,,,,,
2944,,,,,,
2945,,,,,|2943_2945_4_1009_,
2946,,,,,,
2947,,,,,,
2948,,,,,,
2949,,,,,,
2950,,,,,,
2951,,,,,,
2952,,,,,,
2953,,,,,,
2954,,,,,,
2955,,,,,,
2956,,,,,,
2957,,,,,,
2958,,,,,,
2959,,,,,,
2960,,,,,,
2961,,,,,,
2962,,,,,,
2963,,,,,,
2964,,,,,,
2965,,,,,,
2966,,,,,,
2967,,,,,,
2968,,,,,,
2969,,|2968_2969_1_1010_,,,,
2970,,,,,,
2971,,,,,,
2972,,,,,,
2973,,,,,,
2974,,,,,,
2975,,,,,,
2976,,,,,,
2977,,,,,,
2978,,,,,,
2979,,,,,,
2980,,,,,,
2981,,,,,,
2982,,,,,,
2983,,,,,,
2984,,,,,,
2985,,,,,,
2986,,,,,,
2987,,,,,,
2988,,,,,,
2989,,,,,|2980_2989_4_1012_,
2990,,,,,,
2991,,,,,,
2992,,,,,,
2993,,,,,|2975_2993_4_1011_,
2994,,,,,,
2995,,,,,,
2996,,,,,,
2997,,,,,,
2998,,,,,,
2999,,,,,,
3000,,,,,,
3001,,,,,,
3002,,,,,,
3003,,,,,|2989_3003_4_1013_,
3004,,,,,,
3005,,,,,,
3006,,,|3006_3006_2_1015_,,,
3007,,,,,,
3008,,,,,,
3009,,,,,|3009_3009_4_1016_,
3010,,,,,,
3011,,,,,,
3012,,,,,,
3013,,,,,,
3014,,,,,,
3015,,,,,,
3016,,,,,,
3017,,,,,,
3018,,,|3018_3018_2_1018_,,,
3019,,,,,|3004_3019_4_1014_,
3020,,,,,,
3021,,,|3021_3021_2_1019_,,,
3022,,,|3022_3022_2_1020_,,,
3023,,,,,,
3024,,,,,,
3025,,,,,,
3026,,,,,|3013_3026_4_1017_,
3027,,,,,,
3028,,,,,,
3029,,,,,,
3030,,,,,,
3031,,,,,,
3032,,,,,,
3033,,,|3033_3033_2_1022_,,|3026_3033_4_1021_,
3034,,,,,,
3035,,,,,,
3036,,,,,,
3037,,,,,,
3038,,,,,,
3039,,,,,|3036_3039_4_1023_,
3040,,,,,,
3041,,,,,,
3042,,,,,,
3043,,,,,,
3044,,,,,,
3045,,,,,,
3046,,,,,,
3047,,,,,,
3048,,,,,,
3049,,,,,,
3050,,,,,,
3051,,,,,,
3052,,,,,,
3053,,,,,,
3054,,,,,,
3055,,,,,|3042_3055_4_1024_,
3056,,,,,,
3057,,,,,,
3058,,,,,|3055_3058_4_1026_,
3059,,,,,,
3060,,,,,,
3061,,,,,,
3062,,,,,,
3063,,,,,|3047_3063_4_1025_,
3064,,,,,,
3065,,,,,,
3066,,,,,,
3067,,,,,,
3068,,,,,,
3069,,,,,|3057_3069_4_1027_,
3070,,,,,,
3071,,|3070_3071_1_1028_,,,,
3072,,,,,,
3073,,,,,,
3074,,,,,|3071_3074_4_1029_,
3075,,,,,,
3076,,,,,,
3077,,,,,,
3078,,,,,,
3079,,,,,,
3080,,,,,,
3081,,,,,,
3082,,,,,,
3083,,,,,,
3084,,|3074_3084_1_1030_,,,,
3085,,,,,,
3086,,,,,,
3087,,,,,,
3088,,,,,|3084_3088_4_1032_,
3089,,,,,,
3090,,,,,|3088_3090_4_1034_,
3091,,,,,,
3092,,,,,,
3093,,,,,|3086_3093_4_1033_,
3094,,,,,,
3095,,,,,|3093_3095_4_1035_,
3096,,,,,|3080_3096_4_1031_,
3097,,,,,,
3098,,,,,,
3099,,,,,|3095_3099_4_1036_,
3100,,,,,,
3101,,,,,,
3102,,,,,,
3103,,,,,,
3104,,,,,,
3105,,,,,,
3106,,,,,,
3107,,,,,,
3108,,,,,,
3109,,,,,,
3110,,,,,,
3111,,,,,,
3112,,,,,,
3113,,,,,,
3114,,,,,,
3115,,,,,,
3116,,,,,,
3117,,,,,,
3118,,,,,,
3119,,,,,,
3120,,,,,,
3121,,,,,,
3122,,,,,,
3123,,,,,,
3124,,,,,,
3125,,,,,,
3126,,,,,,
3127,,,,,|3118_3127_4_1037_,
3128,,,,,,
3129,,,,,,
3130,,,,,,
3131,,,,,,
3132,,,,,,
3133,,,,,,
3134,,,,,,
3135,,,,,|3125_3135_4_1038_,
3136,,,,,,
3137,,,,,,
3138,,,,,,
3139,,,,,,
3140,,,,,,
3141,,,,,,
3142,,,,,,
3143,,,,,,
3144,,,,,,
3145,,,,,,
3146,,,,,,
3147,,,,,,
3148,,,,,,
3149,,,,,,
3150,,,,,,
3151,,,,,,
3152,,,,,,
3153,,,,,,
3154,,,,,|3154_3154_4_1041_,
3155,,,,,|3137_3155_4_1039_,
3156,,,,,,
3157,,,,,,
3158,,,,,,
3159,,,,,,
3160,,,,,,
3161,,,,,,
3162,,,,,,
3163,,,,,,
3164,,,,,,
3165,,,,,|3149_3165_4_1040_,
3166,,,,,,
3167,,,,,,
3168,,,,,|3168_3168_4_1045_,
3169,,,,,,
3170,,,,,,
3171,,,,,|3164_3171_4_1043_,
3172,,,,,,
3173,,,,,,
3174,,,,,,
3175,,,,,,
3176,,,,,|3159_3176_4_1042_,
3177,,,,,,
3178,,,,,,
3179,,,,,,
3180,,,,,,
3181,,,,,,
3182,,|3182_3182_1_1048_,,,,
3183,,,,,|3174_3183_4_1046_,
3184,,,,,,
3185,,,,,|3166_3185_4_1044_,
3186,,,,,,
3187,,,,,,
3188,,,,,,
3189,,,,,,
3190,,,,,|3175_3190_4_1047_,
3191,,,,,,
3192,,,,,,
3193,,,,,,
3194,,,,,,
3195,,,,,,
3196,,,,,,
3197,,,,,,
3198,,,,,,
3199,,,,,,
3200,,,,,,
3201,,,,,,
3202,,,,,,
3203,,,,,,
3204,,,,,,
3205,,,,,,
3206,,,,,,
3207,,,,,,
3208,,,,,,
3209,,,,,,
3210,,,,,,
3211,,,,,,
3212,,,,,,
3213,,,,,,
3214,,,,,|3201_3214_4_1049_,
3215,,,,,,
3216,,,,,,
3217,,,,,,
3218,,,,,|3204_3218_4_1050_,
3219,,,,,,
3220,,,,,,
3221,,,,,,
3222,,,,,,
3223,,,|3223_3223_2_1051_,,,
3224,,,,,,
3225,,,,,,
3226,,,,,,
3227,,,,,,
3228,,,,,,
3229,,,,,,
3230,,,,,,
3231,,,,,,
3232,,,,,,
3233,,,,,|3229_3233_4_1054_,
3234,,,,,,
3235,,,,,,
3236,,,,,,
3237,,,|3237_3237_2_1055_,,,
3238,,,,,|3226_3238_4_1052_,
3239,,,,,,
3240,,,,,|3228_3240_4_1053_,
3241,,,,,,
3242,,,,,,
3243,,,,,,
3244,,,,,,
3245,,,,,,
3246,,,,,,
3247,,,,,,
3248,,,,,,
3249,,,,,,
3250,,,,,,
3251,,,,,,
3252,,,,,,
3253,,,,,,
3254,,,,,,
3255,,,,,,
3256,,,,,,
3257,,,,,,
3258,,,,,,
3259,,,,,,
3260,,,,,,
3261,,,,,,
3262,,,,,|3243_3262_4_1056_,
3263,,,,,,
3264,,,,,,
3265,,,,,,
3266,,,,,,
3267,,,,,,
3268,,,,,,
3269,,,,,,
3270,,,,,|3252_3270_4_1057_,
3271,,,,,,
3272,,,,,,
3273,,,,,,
3274,,,,,,
3275,,,,,,
3276,,,,,,
3277,,,,,,
3278,,,,,|3258_3278_4_1058_,
3279,,,,,,
3280,,,,,|3266_3280_4_1059_,
3281,,,,,,
3282,,,,,,
3283,,,,,,
3284,,,,,,
3285,,,,,,
3286,,,,,,
3287,,,,,,
3288,,,,,,
3289,,,,,,
3290,,,,,|3278_3290_4_1060_,
3291,,,,,,
3292,,,,,,
3293,,,,,,
3294,,,,,,
3295,,,,,,
3296,,,,,,
3297,,,,,,
3298,,,,,,
3299,,,,,,
3300,,,,,,
3301,,,,,,
3302,,,,,,
3303,,,,,,
3304,,,,,,
3305,,,,,,
3306,,,,,,
3307,,,,,,
3308,,,|3308_3308_2_1064_,,,
3309,,,,,,
3310,,,,,|3297_3310_4_1062_,
3311,,,,,,
3312,,,,,,
3313,,,,,|3303_3313_4_1063_,
3314,,,,,|3294_3314_4_1061_,
3315,,,,,,
3316,,,,,,
3317,,,,,,
3318,,,,,,
3319,,,,,,
3320,,,,,,
3321,,,,,,
3322,,,,,,
3323,,,,,,
3324,,,,,,
3325,,,,,,
3326,,,,,,
3327,,,,,|3326_3327_4_1068_,
3328,,,,,,
3329,,,,,|3320_3329_4_1066_,
3330,,,,,,
3331,,,,,,
3332,,,,,|3316_3332_4_1065_,
3333,,,,,,
3334,,,,,,
3335,,,,,,
3336,,,,,,
3337,,,,,,
3338,,,,,,
3339,,,,,,
3340,,,,,,
3341,,,,,,
3342,,,,,,
3343,,,,,,
3344,,,,,,
3345,,,,,|3325_3345_4_1067_,
3346,,,,,,
3347,,,,,,
3348,,,,,,
3349,,,,,,
3350,,,,,,
3351,,,,,,
3352,,,,,,
3353,,,,,,
3354,,,,,,
3355,,,,,,
3356,,,,,,
3357,,,,,,
3358,,,,,,
3359,,,,,,
3360,,,,,,
3361,,,,,,
3362,,,,,,
3363,,,|3363_3363_2_1069_,,,
3364,,,,,,
3365,,,,,,
3366,,,,,,
3367,,,,,,
3368,,,,,,
3369,,,,,,
3370,,,,,,
3371,,,,,,
3372,,,,,,
3373,,,,,,
3374,,,,,,
3375,,,,,,
3376,,,,,,
3377,,,,,,
3378,,,,,|3368_3378_4_1070_,
3379,,,,,,
3380,,,,,,
3381,,,,,,
3382,,,,,,
3383,,,,,,
3384,,,,,,
3385,,,,,,
3386,,,,,,
3387,,,,,,
3388,,,,,,
3389,,,,,,
3390,,,,,,
3391,,,,,|3372_3391_4_1071_,
3392,,,,,,
3393,,,,,,
3394,,,,,,
3395,,,,,,
3396,,,,,,
3397,,,,,,
3398,,,,,,
3399,,,,,,
3400,,,,,,
3401,,,,,,
3402,,,,,,
3403,,,,,|3388_3403_4_1072_,
3404,,,,,,
3405,,,,,,
3406,,,,,,
3407,,,,,,
3408,,,,,,
3409,,,,,,
3410,,,,,,
3411,,,,,,
3412,,,,,,
3413,,,,,,
3414,,,,,,
3415,,,,,,
3416,,,,,|3396_3416_4_1073_,
3417,,,,,,
3418,,,,,|3418_3418_4_1075_,
3419,,,,,,
3420,,,,,,
3421,,,,,,
3422,,,,,,
3423,,,,,|3415_3423_4_1074_,
3424,,,,,,
3425,,,,,,
3426,,,,,,
3427,,,,,,
3428,,,,,,
3429,,,,,,
3430,,,,,,
3431,,,,,,
3432,,,,,,
3433,,,,,|3424_3433_4_1076_,
3434,,,,,,
3435,,,,,,
3436,,,,,,
3437,,,,,,
3438,,,,,|3435_3438_4_1077_,
3439,,,,,,
3440,,,,,,
3441,,,,,,
3442,,,,,,
3443,,,,,,
3444,,,,,,
3445,,,,,,
3446,,,,,,
3447,,,,,,
3448,,,,,,
3449,,,,,|3449_3449_4_1080_,
3450,,,,,|3447_3450_4_1079_,
3451,,,,,,
3452,,,,,,
3453,,,,,,
3454,,,,,,
3455,,,,,,
3456,,,,,,
3457,,,,,,
3458,,,,,,
3459,,,,,,
3460,,,,,,
3461,,,,,,
3462,,,,,,
3463,,,,,|3444_3463_4_1078_,
3464,,,,,,
3465,,,,,,
3466,,,,,,
3467,,,,,,
3468,,,,,,
3469,,,,,,
3470,,,,,,
3471,,,,,,
3472,,,,,|3452_3472_4_1081_,
3473,,,,,,
3474,,,,,,
3475,,,,,,
3476,,,,,,
3477,,,,,,
3478,,,,,,
3479,,|3471_3479_1_1084_,,,,
3480,,,,,,
3481,,,,,,
3482,,,,,|3469_3482_4_1082_,
3483,,,,,,
3484,,,,,,
3485,,,,,|3470_3485_4_1083_|3480_3485_4_1086_,
3486,,,,,,
3487,,,,,|3474_3487_4_1085_,
3488,,,,,|3488_3488_4_1088_,
3489,,,,,,
3490,,,,,,
3491,,,,,,
3492,,,,,|3482_3492_4_1087_,
3493,,,,,,
3494,,,,,,
3495,,,,,,
3496,,,,,,
3497,,,,,,
3498,,,,,,
3499,,,,,,
3500,,,,,,
3501,,,,,,
3502,,,,,,
3503,,,,,,
3504,,,,,,
3505,,,,,,
3506,,,,,,
3507,,,,,,
3508,,,,,|3508_3508_4_1091_,
3509,,,,,,
3510,,,,,,
3511,,,,,,
3512,,,,,,
3513,,,,,,
3514,,,,,,
3515,,,,,|3513_3515_4_1092_,
3516,,,,,,
3517,,,,,|3503_3517_4_1089_,
3518,,,,,,
3519,,,,,,
3520,,,,,,
3521,,,,,,
3522,,,,,,
3523,,,,,|3518_3523_4_1095_,
3524,,,,,|3504_3524_4_1090_,
3525,,,,,|3517_3525_4_1094_,
3526,,,,,,
3527,,,,,,
