tickNumber,in27,B14,B11,cn12,B54,B51,os4,in4,B33,sh10,in22,
1490,,,,,,,,,,,,
1491,,,,,,,,,,,,
1492,,,,,,,,,,,,
1493,,,,,,,,,,|1492_1493_9_684_,,
1494,,,,,,,,,,,,
1495,,,,,,,,,,,,
1496,,,,,,,,,,,,
1497,,,,,,,,,,|1496_1497_9_685_,,
1498,,,,,,,,,,,,
1499,,,,,,,,,,,,
1500,,,,,,,,,,,,
1501,,,,,|1500_1501_4_686_,,,,,,,
1502,,,,,,,,,,,,
1503,,,,,,,,,,,,
1504,,,,,,,,,,,,
1505,,,,,,,,,,,,
1506,,,,,,,,,,,,
1507,,,,,,,,,,,,
1508,,,,,,,|1505_1508_6_687_,,,,,
1509,,,,,,,,,,,,
1510,,,,,,,|1508_1510_6_688_,,,,,
1511,,,,,,,|1509_1511_6_689_,,,,,
1512,,,,,,,,,,,,
1513,,,,,,,,,,,|1511_1513_10_690_,
1514,,,,,,,,,,|1513_1514_9_691_,,
1515,,,,,|1514_1515_4_692_,,,,,,,
1516,,,,,,,,,,,,
1517,,,,,|1516_1517_4_693_,,,,,,,
1518,,,,,,,,,,,,
1519,,,,,,,|1517_1519_6_694_,,,,,
1520,,,,,,,,,,,,
1521,,,,,,,,,,,,
1522,,,,,,,|1519_1522_6_695_,,,,,
1523,,,,,,,,,,,|1521_1523_10_696_,
1524,,,,,,,,,,,,
1525,,,,,,,|1522_1525_6_697_|1523_1525_6_698_,,,,,
1526,,,,,,,,,,,,
1527,,,,,,,,,,,,
1528,,,,,,,,,,,,
1529,,,,,,,,,,,,
1530,,,,,,,,,,,,
1531,,,,,,,,,,|1530_1531_9_699_,,
1532,,,,,,,,,,,,
1533,,,,,,,,,,,,
1534,,,,,,,,,,,,
1535,,,,,,,,,,,,
1536,,,,,,,,,,,,
1537,,,,,,,,,,,,
1538,,,,,,,,,,,,
1539,,,,,,,,,,,,
1540,,,,,,,,,,,,
1541,,,,,,,,,,,,
1542,,,,,|1541_1542_4_700_,,,,,,,
1543,,,,,,,,,,,,
1544,,,,,,,,,,,,
1545,,,,,,,,,,,,
1546,,,,,|1545_1546_4_701_,,,,,,,
1547,,,,,,,,,,,,
1548,,,,,,,,,,,,
1549,,,,,,,,,,,,
1550,,,,,,,,,,,,
1551,,,,,,,|1548_1551_6_702_,,,|1550_1551_9_704_,,
1552,,,,,,,|1549_1552_6_703_,,,,,
1553,,,,,,,,,,,,
1554,,,,,,,,,,,,
1555,,,,,,,,,,,,
1556,,,,,,,,,,,,
1557,,,,,,,,,,,,
1558,,,,,,,,,,|1557_1558_9_706_,,
1559,,,,,,,|1556_1559_6_705_,,,,,
1560,,,,,,,,,,,,
1561,,,,,,,,,,,,
1562,,,,,,,,,,,,
1563,,,,,,,,,,,,
1564,,,,,,,,,,,,
1565,,,,,|1564_1565_4_707_,,,,,,,
1566,,,,,|1565_1566_4_708_,,,,,,,
1567,,,,,,,,,,|1566_1567_9_709_,,
1568,,,,,|1567_1568_4_710_,,,,,,,
1569,,,,,,,,,,,,
1570,,,,,,,,,,,,
1571,,,,,,,,,,,,
1572,,,,,,,|1570_1572_6_711_,,,,,
1573,,,,,,,,,,|1572_1573_9_712_,,
1574,,,,,,,,,,,,
1575,,,,,|1574_1575_4_713_,,,,,,,
1576,,,,,,,,,,,,
1577,,,,,|1576_1577_4_714_,,,,,,,
1578,,,,,,,,,,,,
1579,,,,,,,,,,,,
1580,,,,,,,,,,,,
1581,,,,,,,,,,,,
1582,,,,,,,,,,|1581_1582_9_715_,,
1583,,,,,,,,,,,,
1584,,,,,,,,,,,,
1585,,,,,,,,,,,,
1586,,,,,,,,,,|1585_1586_9_716_,,
1587,,,,,,,,,,,,
1588,,,,,,,,,,,,
1589,,,,,,,,,,,,
1590,,,,,,,,,,,,
1591,,,,,,,,,,,,
1592,,,,,,,,,,,,
1593,,,,,,,,,,|1589_1593_9_717_,,
1594,,,,,|1593_1594_4_718_,,,,,,,
1595,,,,,,,,,,,,
1596,,,,,,,,,,,,
1597,,,,,,,,,,,|1595_1597_10_719_,
1598,,,,,,,,,,,|1596_1598_10_720_,
1599,,,,,|1598_1599_4_722_,,,,,,,
1600,,,,,|1599_1600_4_723_,,|1597_1600_6_721_,,,,,
1601,,,,,,,,,,,,
1602,,,,,,,,,,,,
1603,,,,,,,,,,,,
1604,,,,,,,,,,,,
1605,,,,,,,,,,,,
1606,,,,,,,,,,,,
1607,,,,,,,,,,|1606_1607_9_724_,,
1608,,,,,,,,,,,,
1609,,,,,,,,,,,,
1610,,,,,|1609_1610_4_726_,,,,,,|1608_1610_10_725_,
1611,,,,,,,,,,|1610_1611_9_727_,,
1612,,,,,,,,,,,,
1613,,,,,,,,,,,,
1614,,,,,,,,,,,,
1615,,,,,,,,,,,,
1616,,,,,,,,,,,,
1617,,,,,,,,,,,,
1618,,,,,,,,,,,,
1619,,,,,,,,,,,,
1620,,,,,,,,,,,,
1621,,,,,,,,,,,,
1622,,,,,,,,,,,,
1623,,,,,|1622_1623_4_728_,,,,,,,
1624,,,,,,,,,,,,
1625,,,,,,,,,,,,
1626,,,,,,,,,,,,
1627,,,,,,,|1625_1627_6_729_,,,,,
1628,,,,,,,,,,,,
1629,,,,,,,,,,,,
1630,,,,,|1629_1630_4_730_,,,,,,,
1631,,,,,|1630_1631_4_731_,,,,,,,
1632,,,,,,,,,,,,
1633,,,,,,,,,,,,
1634,,,,,,,,,,,,
1635,,,,,|1634_1635_4_733_,,|1632_1635_6_732_,,,,,
1636,,,,,,,,,,,,
1637,,,,,,,,,,,,
1638,,,,,,,,,,,,
1639,,,,,,,,,,,,
1640,,,,,,,,,,,,
1641,,,,,,,,,,,,
1642,,,,,,,,,,,,
1643,,,,,,,,,,|1642_1643_9_734_,,
1644,,,,,,,,,,,,
1645,,,,,,,,,,,,
1646,,,,,,,,,,,,
1647,,,,,,,,,,,,
1648,,,,,,,,,,,,
1649,,,,,,,,,,,,
1650,,,,,,,,,,,,
1651,,,,,,,,,,,,
1652,,,,,,,,,,,,
1653,,,,,,,,,,,,
1654,,,,,,,,,,,,
1655,,,,,,,,,,,,
1656,,,,,,,,,,,,
1657,,,,,|1656_1657_4_735_,,,,,,,
1658,,,,,,,,,,,,
1659,,,,,|1658_1659_4_736_,,,,,,,
1660,,,,,,,,,,,,
1661,,,,,|1660_1661_4_737_,,,,,,,
1662,,,,,,,,,,,,
1663,,,,,|1662_1663_4_738_,,,,,,,
1664,,,,,,,,,,,,
1665,,,,,,,,,,,,
1666,,,,,,,,,,,,
1667,,,,,,,,,,|1666_1667_9_739_,,
1668,,,,,|1667_1668_4_740_,,,,,,,
1669,,,,,,,,,,,,
1670,,,,,|1669_1670_4_741_,,,,,,,
1671,,,,,,,,,,,,
1672,,,,,,,,,,,,
1673,,,,,,,,,,,,
1674,,,,,,,,,,,,
1675,,,,,,,,,,,,
1676,,,,,,,,,,,,
1677,,,,,,,,,,,,
1678,,,,,,,,,,,,
1679,,,,,|1678_1679_4_742_,,,,,,,
1680,,,,,,,,,,,,
1681,,,,,,,,,,,,
1682,,,,,,,,,,,,
1683,,,,,,,,,,,,
1684,,,,,,,,,,,,
1685,,,,,,,,,,,,
1686,,,,,|1685_1686_4_744_,,,,,,|1684_1686_10_743_,
1687,,,,,,,,,,,,
1688,,,,,,,,,,,,
1689,,,,,,,,,,,,
1690,,,,,,,,,,,,
1691,,,,,,,,,,,,
1692,,,,,,,,,,|1691_1692_9_745_,,
1693,,,,,|1692_1693_4_746_,,,,,,,
1694,,,,,,,,,,,,
1695,,,,,,,,,,,,
1696,,,,,,,,,,,,
1697,,,,,|1696_1697_4_747_,,,,,,,
1698,,,,,,,,,,,,
1699,,,,,,,,,,,,
1700,,,,,,,,,,,,
1701,,,,,,,,,,,,
1702,,,,,,,,,,,,
1703,,,,,,,,,,,,
1704,,,,,,,,,,,|1702_1704_10_748_,
1705,,,,,|1704_1705_4_749_,,,,,,,
1706,,,,,,,,,,,,
1707,,,,,,,,,,,,
1708,,,,,,,,,,,,
1709,,,,,,,|1706_1709_6_750_,,,,,
1710,,,,,,,,,,,,
1711,,,,,,,|1708_1711_6_751_,,,,,
1712,,,,,,,,,,,,
1713,,,,,,,,,,,,
1714,,,,,,,,,,,,
1715,,,,,,,,,,,|1713_1715_10_752_,
1716,,,,,,,,,,,,
1717,,,,,,,,,,,,
1718,,,,,,,,,,,,
1719,,,,,,,,,,,|1717_1719_10_753_,
1720,,,,,,,,,,,,
1721,,,,,,,,,,|1720_1721_9_754_,,
1722,,,,,,,,,,,,
1723,,,,,,,,,,,,
1724,,,,,,,,,,,,
1725,,,,,,,|1723_1725_6_755_,,,,,
1726,,,,,,,,,,,,
1727,,,,,,,,,,,,
1728,,,,,,,|1726_1728_6_756_,,,,,
1729,,,,,,,,,,,,
1730,,,,,,,,,,,,
1731,,,,,|1730_1731_4_757_,,,,,,,
1732,,,,,,,,,,,,
1733,,,,,|1732_1733_4_758_,,,,,,,
1734,,,,,,,,,,,,
1735,,,,,,,,,,,,
1736,,,,,,,|1734_1736_6_759_,,,,,
1737,,,,,,,,,,,,
1738,,,,,,,,,,,,
1739,,,,,,,,,,,,
1740,,,,,,,,,,,,
1741,,,,,,,,,,,,
1742,,,,,|1741_1742_4_760_,,,,,,,
1743,,,,,,,,,,,,
1744,,,,,|1743_1744_4_761_,,,,,,,
1745,,,,,,,,,,,,
1746,,,,,,,,,,,,
1747,,,,,,,,,,,,
1748,,,,,,,,,,,,
1749,,,,,,,|1746_1749_6_762_,,,,,
1750,,,,,,,,,,,,
1751,,,,,,,|1749_1751_6_763_,,,,,
1752,,,,,,,,,,,,
1753,,,,,,,,,,,|1751_1753_10_764_,
1754,,,,,,,,,,,,
1755,,,,,,,,,,,,
1756,,,,,,,,,,,,
1757,,,,,,,,,,,,
1758,,,,,,,,,,,,
1759,,,,,,,|1756_1759_6_765_,,,,,
1760,,,,,,,|1758_1760_6_766_,,,,,
1761,,,,,,,,,,,,
1762,,,,,,,,,,,,
1763,,,,,,,,,,,,
1764,,,,,,,,,,,,
1765,,,,,,,,,,,,
1766,,,,,,,,,,,,
1767,,,,,,,,,,,,
1768,,,,,,,,,,,,
1769,,,,,,,,,,,,
1770,,,,,,,|1768_1770_6_767_,,,,,
1771,,,,,,,,,,,,
1772,,,,,,,,,,,,
1773,,,,,|1772_1773_4_768_,,,,,,,
1774,,,,,,,,,,,,
1775,,,,,,,,,,,,
1776,,,,,,,,,,,,
1777,,,,,,,,,,,,
1778,,,,,,,,,,,,
1779,,,,,,,,,,,,
1780,,,,,,,,,,,,
1781,,,,,,,,,,,,
1782,,,,,,,,,,,,
1783,,,,,,,,,,,,
1784,,,,,|1783_1784_4_769_,,,,,,,
1785,,,,,,,,,,,,
1786,,,,,,,|1784_1786_6_770_,,,,,
1787,,,,,,,,,,,,
1788,,,,,,,,,,,,
1789,,,,,,,,,,,,
1790,,,,,,,,,,,,
1791,,,,,|1790_1791_4_771_,,,,,,,
1792,,,,,,,,,,,,
1793,,,,,,,,,,,|1791_1793_10_772_,
1794,,,,,,,,,,,,
1795,,,,,,,,,,,,
1796,,,,,,,,,,,,
1797,,,,,,,,,,,,
1798,,,,,,,,,,|1797_1798_9_773_,,
1799,,,,,,,,,,,,
1800,,,,,,,,,,,,
1801,,,,,,,|1799_1801_6_774_,,,,,
1802,,,,,,,,,,,,
1803,,,,,,,|1801_1803_6_775_,,,,,
1804,,,,,,,,,,,,
1805,,,,,,,,,,,,
1806,,,,,,,,,,,,
1807,,,,,,,,,,,,
1808,,,,,,,,,,,,
1809,,,,,,,,,,,,
1810,,,,,,,,,,,,
1811,,,,,,,,,,,,
1812,,,,,|1811_1812_4_776_,,,,,,,
1813,,,,,,,,,,,,
1814,,,,,,,,,,|1813_1814_9_777_,,
1815,,,,,,,,,,,,
1816,,,,,,,,,,,,
1817,,,,,,,,,,,,
1818,,,,,|1817_1818_4_779_,,|1815_1818_6_778_,,,,,
1819,,,,,|1818_1819_4_780_,,,,,,,
1820,,,,,,,,,,|1819_1820_9_781_,,
1821,,,,,,,,,,,,
1822,,,,,,,,,,,,
1823,,,,,,,,,,,,
1824,,,,,,,,,,,,
1825,,,,,,,|1823_1825_6_782_,,,,,
1826,,,,,,,,,,,,
1827,,,,,,,,,,,,
1828,,,,,,,|1826_1828_6_783_,,,,,
1829,,,,,,,,,,,,
1830,,,,,,,,,,|1829_1830_9_784_,,
1831,,,,,|1830_1831_4_785_,,,,,,,
1832,,,,,,,,,,|1831_1832_9_786_,,
1833,,,,,,,,,,,,
1834,,,,,,,,,,,,
1835,,,,,,,,,,,,
1836,,,,,|1835_1836_4_788_,,,,,,,
1837,,,,,,,,,,,|1833_1837_10_787_,
1838,,,,,,,,,,,,
1839,,,,,,,,,,|1838_1839_9_789_,,
1840,,,,,,,,,,,,
1841,,,,,|1840_1841_4_790_,,,,,,,
1842,,,,,,,,,,,,
1843,,,,,,,,,,,,
1844,,,,,,,,,,,,
1845,,,,,,,,,,,,
1846,,,,,,,,,,,,
1847,,,,,,,,,,,,
1848,,,,,,,|1846_1848_6_791_,,,,,
1849,,,,,,,,,,,,
1850,,,,,,,,,,,,
1851,,,,,|1850_1851_4_794_,,,,,,,
1852,,,,,,,|1849_1852_6_793_,,,,|1848_1852_10_792_,
1853,,,,,,,,,,,,
1854,,,,,,,|1851_1854_6_795_,,,,,
1855,,,,,,,,,,,,
1856,,,,,,,,,,,,
1857,,,,,,,,,,,,
1858,,,,,,,,,,,,
1859,,,,,,,,,,|1858_1859_9_796_,,
1860,,,,,,,,,,,,
1861,,,,,,,,,,,,
1862,,,,,,,,,,,,
1863,,,,,,,,,,,,
1864,,,,,,,,,,,,
1865,,,,,,,,,,,,
1866,,,,,|1865_1866_4_797_,,,,,,,
1867,,,,,,,,,,,,
1868,,,,,,,,,,,,
1869,,,,,,,,,,,,
1870,,,,,,,,,,,,
1871,,,,,,,,,,,,
1872,,,,,,,,,,,,
1873,,,,,,,,,,,,
1874,,,,,,,,,,,,
1875,,,,,,,,,,,,
1876,,,,,|1875_1876_4_798_,,,,,,,
1877,,,,,,,,,,,,
1878,,,,,|1877_1878_4_799_,,,,,,,
1879,,,,,,,,,,,,
1880,,,,,,,,,,,,
1881,,,,,,,,,,,,
1882,,,,,,,,,,,,
1883,,,,,,,,,,,,
1884,,,,,,,,,,,,
1885,,,,,,,,,,|1884_1885_9_800_,,
1886,,,,,,,,,,,,
1887,,,,,|1886_1887_4_801_,,,,,,,
1888,,,,,,,,,,,,
1889,,,,,,,,,,,,
1890,,,,,,,,,,,,
1891,,,,,,,,,,|1890_1891_9_802_,,
1892,,,,,,,,,,,,
1893,,,,,,,,,,|1892_1893_9_803_,,
1894,,,,,|1893_1894_4_804_,,,,,,,
1895,,,,,,,,,,,,
1896,,,,,,,,,,,,
1897,,,,,,,,,,,,
1898,,,,,,,|1895_1898_6_805_,,,,,
1899,,,,,,,,,,,,
1900,,,,,,,,,,,|1896_1900_10_806_,
1901,,,,,,,,,,,,
1902,,,,,,,,,,,,
1903,,,,,,,,,,,,
1904,,,,,,,,,,,|1900_1904_10_807_,
1905,,,,,|1904_1905_4_808_,,,,,,,
1906,,,,,,,,,,,,
1907,,,,,,,,,,|1906_1907_9_809_,,
1908,,,,,,,,,,,,
1909,,,,,,,,,,,,
1910,,,,,|1909_1910_4_811_,,|1907_1910_6_810_,,,,,
1911,,,,,,,,,,,,
1912,,,,,,,,,,,,
1913,,,,,|1912_1913_4_812_,,,,,,,
1914,,,,,,,,,,,,
1915,,,,,,,,,,,,
1916,,,,,,,,,,,,
1917,,,,,,,,,,,,
1918,,,,,,,,,,,,
1919,,,,,,,,,,,,
1920,,,,,|1919_1920_4_813_,,,,,,,
1921,,,,,,,,,,,,
1922,,,,,|1921_1922_4_814_,,,,,,,
1923,,,,,,,,,,,,
1924,,,,,,,,,,,,
1925,,,,,,,,,,,,
1926,,,,,,,,,,,,
1927,,,,,,,,,,,,
1928,,,,,|1927_1928_4_815_,,,,,,,
1929,,,,,,,,,,,,
1930,,,,,,,,,,,,
1931,,,,,,,,,,,,
1932,,,,,,,,,,,,
1933,,,,,,,,,,,,
1934,,,,,,,,,,,,
1935,,,,,,,,,,,,
1936,,,,,,,,,,|1935_1936_9_816_,,
1937,,,,,,,,,,,,
1938,,,,,,,,,,,,
1939,,,,,,,,,,,,
1940,,,,,,,,,,,,
1941,,,,,,,,,,|1940_1941_9_818_,,
1942,,,,,,,|1939_1942_6_817_,,,,,
1943,,,,,,,,,,,,
1944,,,,,,,,,,|1943_1944_9_820_,,
1945,,,,,,,|1942_1945_6_819_,,,,,
1946,,,,,,,,,,,,
1947,,,,,,,,,,,,
1948,,,,,,,,,,,,
1949,,,,,,,,,,,,
1950,,,,,,,,,,,,
1951,,,,,,,,,,,,
1952,,,,,,,|1949_1952_6_821_,,,,,
1953,,,,,,,,,,,,
1954,,,,,,,,,,,,
1955,,,,,,,,,,,,
1956,,,,,,,,,,,,
1957,,,,,,,,,,,,
1958,,,,,,,,,,,,
1959,,,,,,,,,,,,
1960,,,,,,,,,,,,
1961,,,,,,,,,,,,
1962,,,,,,,,,,,,
1963,,,,,|1962_1963_4_822_,,,,,,,
1964,,,,,,,,,,,,
1965,,,,,,,,,,,,
1966,,,,,,,,,,,,
1967,,,,,,,,,,,,
1968,,,,,,,,,,,,
1969,,,,,,,,,,,,
1970,,,,,,,,,,,,
1971,,,,,,,,,,,,
1972,,,,,|1971_1972_4_823_,,,,,,,
1973,,,,,,,,,,,,
1974,,,,,,,,,,,,
1975,,,,,,,,,,,,
1976,,,,,,,,,,,|1972_1976_10_824_,
1977,,,,,,,,,,,,
1978,,,,,,,,,,,,
1979,,,,,,,|1977_1979_6_825_,,,,,
1980,,,,,|1979_1980_4_826_,,,,,,,
1981,,,,,|1980_1981_4_827_,,,,,,,
1982,,,,,,,,,,,,
1983,,,,,,,,,,,,
1984,,,,,,,,,,,,
1985,,,,,,,,,,,,
1986,,,,,,,,,,,,
1987,,,,,,,,,,,,
1988,,,,,,,,,,,,
1989,,,,,,,,,,,,
1990,,,,,,,,,,,,
1991,,,,,,,,,,,,
1992,,,,,,,,,,,,
1993,,,,,,,,,,,,
1994,,,,,,,,,,,,
1995,,,,,,,,,,,,
1996,,,,,,,|1993_1996_6_828_,,,,,
1997,,,,,,,,,,,,
1998,,,,,,,,,,,,
1999,,,,,,,,,,,,
2000,,,,,,,,,,,,
2001,,,,,,,,,,,|1997_2001_10_829_,
2002,,,,,,,,,,,,
2003,,,,,,,,,,,,
2004,,,,,,,,,,,,
2005,,,,,,,,,,,,
2006,,,,,|2005_2006_4_831_,,,,,,,
2007,,,,,,,|2004_2007_6_830_,,,,,
2008,,,,,,,,,,,,
2009,,,,,,,,,,,,
2010,,,,,,,|2008_2010_6_832_,,,,,
2011,,,,,,,,,,,,
2012,,,,,,,,,,,,
2013,,,,,|2012_2013_4_833_,,,,,,,
2014,,,,,,,,,,,,
2015,,,,,,,,,,,,
2016,,,,,,,,,,|2015_2016_9_834_,,
2017,,,,,,,,,,,,
2018,,,,,,,,,,|2017_2018_9_835_,,
2019,,,,,,,,,,,,
2020,,,,,,,,,,,,
2021,,,,,,,,,,,,
2022,,,,,,,,,,,,
2023,,,,,,,,,,|2022_2023_9_836_,,
2024,,,,,,,,,,,,
2025,,,,,,,,,,|2024_2025_9_837_,,
2026,,,,,,,,,,,,
2027,,,,,,,,,,,,
2028,,,,,|2027_2028_4_838_,,,,,,,
2029,,,,,,,,,,,,
2030,,,,,,,,,,,,
2031,,,,,|2030_2031_4_839_,,,,,,,
2032,,,,,,,,,,,,
2033,,,,,,,,,,,,
2034,,,,,|2033_2034_4_840_,,,,,,,
2035,,,,,,,,,,,,
2036,,,,,,,,,,,,
2037,,,,,,,,,,|2036_2037_9_841_,,
2038,,,,,,,,,,,,
2039,,,,,,,,,,,,
2040,,,,,,,,,,,,
2041,,,,,,,,,,,,
2042,,,,,,,,,,,,
2043,,,,,,,,,,,,
2044,,,,,,,,,,,,
2045,,,,,,,,,,,,
2046,,,,,,,,,,,,
2047,,,,,|2046_2047_4_842_,,,,,,,
2048,,,,,,,,,,,,
2049,,,,,,,,,,|2048_2049_9_843_,,
2050,,,,,,,,,,|2049_2050_9_844_,,
2051,,,,,,,,,,,,
2052,,,,,,,,,,,,
2053,,,,,,,,,,,,
2054,,,,,,,,,,,,
2055,,,,,,,,,,,,
2056,,,,,,,|2053_2056_6_845_,,,,,
2057,,,,,,,,,,,,
2058,,,,,,,,,,|2057_2058_9_846_,,
2059,,,,,,,,,,,,
2060,,,,,,,,,,,|2058_2060_10_847_,
2061,,,,,|2060_2061_4_848_,,,,,,,
2062,,,,,,,,,,,,
2063,,,,,,,,,,,,
2064,,,,,,,,,,,,
2065,,,,,,,,,,,,
2066,,,,,,,,,,,,
2067,,,,,,,,,,,,
2068,,,,,,,,,,,,
2069,,,,,,,,,,,|2067_2069_10_849_,
2070,,,,,,,,,,,,
2071,,,,,,,,,,,,
2072,,,,,,,,,,,,
2073,,,,,,,,,,|2072_2073_9_850_,,
2074,,,,,|2073_2074_4_851_,,,,,,,
2075,,,,,,,,,,,,
2076,,,,,,,,,,,,
2077,,,,,,,,,,,,
2078,,,,,,,,,,,,
2079,,,,,,,,,,|2078_2079_9_853_,,
2080,,,,,,,|2077_2080_6_852_,,,,,
2081,,,,,,,,,,,,
2082,,,,,,,,,,|2081_2082_9_854_,,
2083,,,,,|2082_2083_4_855_,,,,,,,
2084,,,,,,,,,,,,
2085,,,,,|2084_2085_4_856_,,,,,,,
2086,,,,,,,,,,,,
2087,,,,,,,,,,,,
2088,,,,,,,,,,,,
2089,,,,,,,,,,,,
2090,,,,,,,,,,,,
2091,,,,,,,,,,,,
2092,,,,,,,,,,,,
2093,,,,,,,,,,,,
2094,,,,,,,,,,,,
2095,,,,,,,|2093_2095_6_857_,,,|2094_2095_9_858_,,
2096,,,,,|2095_2096_4_859_,,,,,,,
2097,,,,,,,,,,,,
2098,,,,,,,,,,,,
2099,,,,,,,,,,,,
2100,,,,,,,,,,,,
2101,,,,,,,,,,,,
2102,,,,,,,,,,,,
2103,,,,,,,,,,,,
2104,,,,,,,,,,,,
2105,,,,,,,,,,,,
2106,,,,,,,,,,|2105_2106_9_860_,,
2107,,,,,,,,,,,,
2108,,,,,,,,,,,,
2109,,,,,,,,,,,,
2110,,,,,,,,,,,,
2111,,,,,,,|2109_2111_6_861_,,,,,
2112,,,,,,,,,,,,
2113,,,,,,,,,,,,
2114,,,,,,,,,,,,
2115,,,,,,,,,,,,
2116,,,,,,,,,,,,
2117,,,,,,,,,,,,
2118,,,,,|2117_2118_4_862_,,,,,,,
2119,,,,,,,,,,,,
2120,,,,,,,,,,,,
2121,,,,,|2120_2121_4_863_,,,,,,,
2122,,,,,,,,,,,,
2123,,,,,,,,,,,,
2124,,,,,,,,,,,,
2125,,,,,,,,,,,,
2126,,,,,,,,,,,,
2127,,,,,,,,,,|2126_2127_9_864_,,
2128,,,,,,,,,,,,
2129,,,,,,,,,,,,
2130,,,,,,,,,,,,
2131,,,,,,,,,,,,
2132,,,,,,,|2130_2132_6_865_,,,,,
2133,,,,,,,,,,,,
2134,,,,,|2133_2134_4_866_,,,,,,,
2135,,,,,,,,,,,,
2136,,,,,,,,,,,,
2137,,,,,,,,,,|2136_2137_9_867_,,
2138,,,,,,,,,,,,
2139,,,,,,,,,,,,
2140,,,,,,,,,,,,
2141,,,,,,,,,,|2140_2141_9_868_,,
2142,,,,,,,,,,,,
2143,,,,,,,|2141_2143_6_869_,,,,,
2144,,,,,,,,,,,,
2145,,,,,,,,,,,,
2146,,,,,,,,,,,,
2147,,,,,,,,,,,,
2148,,,,,,,|2145_2148_6_870_,,,,,
2149,,,,,,,,,,,,
2150,,,,,,,,,,,,
2151,,,,,,,,,,,|2149_2151_10_871_,
2152,,,,,|2151_2152_4_872_,,,,,,,
2153,,,,,,,,,,,,
2154,,,,,,,,,,,,
2155,,,,,|2154_2155_4_873_,,,,,,,
2156,,,,,,,,,,,,
2157,,,,,,,,,,,,
2158,,,,,,,,,,,,
2159,,,,,,,,,,,|2157_2159_10_874_,
2160,,,,,,,,,,,,
2161,,,,,,,,,,,,
2162,,,,,,,,,,,,
2163,,,,,,,,,,,,
2164,,,,,,,,,,,,
2165,,,,,,,,,,,,
2166,,,,,,,,,,,,
2167,,,,,,,,,,,,
2168,,,,,,,|2166_2168_6_875_,,,,,
2169,,,,,,,,,,,,
2170,,,,,,,,,,,,
2171,,,,,,,,,,,,
2172,,,,,,,,,,|2171_2172_9_876_,,
2173,,,,,,,,,,,,
2174,,,,,,,,,,,,
2175,,,,,,,,,,,,
2176,,,,,|2175_2176_4_877_,,,,,,,
2177,,,,,,,,,,,,
2178,,,,,,,,,,,|2176_2178_10_878_,
2179,,,,,,,,,,,,
2180,,,,,,,,,,,,
2181,,,,,,,,,,,,
2182,,,,,,,|2180_2182_6_879_,,,,,
2183,,,,,,,|2181_2183_6_880_,,,,,
2184,,,,,,,,,,,,
2185,,,,,,,,,,,,
2186,,,,,,,,,,,,
2187,,,,,,,,,,,,
2188,,,,,,,,,,,,
2189,,,,,,,,,,,,
2190,,,,,,,,,,,,
2191,,,,,,,,,,,,
2192,,,,,,,,,,,,
2193,,,,,,,,,,,,
2194,,,,,|2193_2194_4_881_,,,,,,,
2195,,,,,,,,,,|2194_2195_9_882_,,
2196,,,,,|2195_2196_4_883_,,,,,,,
2197,,,,,,,,,,,,
2198,,,,,,,,,,,,
2199,,,,,,,,,,,,
2200,,,,,,,,,,,|2198_2200_10_884_,
2201,,,,,,,,,,,,
2202,,,,,,,,,,,,
2203,,,,,,,,,,,,
2204,,,,,,,,,,,,
2205,,,,,,,,,,,,
2206,,,,,,,,,,,,
2207,,,,,,,,,,,,
2208,,,,,,,,,,,,
2209,,,,,,,|2206_2209_6_885_,,,,,
2210,,,,,,,,,,,|2208_2210_10_886_,
2211,,,,,,,,,,,,
2212,,,,,,,,,,,,
2213,,,,,,,,,,,,
2214,,,,,,,,,,,|2212_2214_10_887_,
2215,,,,,,,,,,,,
2216,,,,,,,,,,,,
2217,,,,,,,,,,,,
2218,,,,,,,,,,,,
2219,,,,,,,,,,,,
2220,,,,,,,,,,,,
2221,,,,,,,,,,,,
2222,,,,,,,,,,,,
2223,,,,,,,,,,,,
2224,,,,,,,,,,,,
2225,,,,,,,,,,,,
2226,,,,,,,,,,,,
2227,,,,,,,,,,,,
2228,,,,,,,,,,,,
2229,,,,,,,,,,,,
2230,,,,,,,,,,,|2228_2230_10_888_,
2231,,,,,,,,,,,|2229_2231_10_889_,
2232,,,,,,,,,,,,
2233,,,,,,,,,,,,
2234,,,,,,,|2231_2234_6_890_,,,,,
2235,,,,,,,,,,|2234_2235_9_892_,,
2236,,,,,,,|2233_2236_6_891_,,,,,
2237,,,,,,,,,,,,
2238,,,,,,,,,,,,
2239,,,,,,,,,,,,
2240,,,,,,,,,,,,
2241,,,,,,,,,,,,
2242,,,,,,,,,,,,
2243,,,,,,,,,,,,
2244,,,,,,,,,,|2243_2244_9_894_,|2242_2244_10_893_,
2245,,,,,,,,,,,,
2246,,,,,,,,,,,,
2247,,,,,,,,,,,,
2248,,,,,,,,,,,,
2249,,,,,,,,,,,,
2250,,,,,,,,,,,,
2251,,,,,,,,,,,,
2252,,,,,,,,,,,,
2253,,,,,,,,,,,,
2254,,,,,,,,,,,,
2255,,,,,,,,,,,,
2256,,,,,,,,,,,,
2257,,,,,,,,,,,,
2258,,,,,,,,,,,,
2259,,,,,,,,,,,,
2260,,,,,,,|2257_2260_6_895_,,,,,
2261,,,,,,,,,,,,
2262,,,,,,,,,,,,
2263,,,,,,,,,,,,
2264,,,,,,,,,,,,
