tickNumber,in27,B14,B11,
2743,,,,
2744,,,,
2745,,,,
2746,,|2706_2746_1_971_,,
2747,,,,
2748,,|2719_2748_1_976_,,
2749,,,,
2750,,|2720_2750_1_977_,,
2751,,,,
2752,,,,
2753,,,,
2754,,,,
2755,,,,
2756,,,,
2757,,,,
2758,,,,
2759,,,,
2760,,,,
2761,,,,
2762,,,,
2763,,,,
2764,,|2729_2764_1_979_|2743_2764_1_981_,,
2765,,,,
2766,,,,
2767,,,,
2768,,,,
2769,,,,
2770,,,,
2771,,,,
2772,,,,
2773,,,,
2774,,|2751_2774_1_982_,,
2775,,,,
2776,,,,
2777,,,,
2778,,|2738_2778_1_980_,,
2779,,,|2763_2779_2_984_,
2780,,,,
2781,,,,
2782,,,,
2783,,,,
2784,,,,
2785,,,,
2786,,,,
2787,,,,
2788,,,,
2789,,,,
2790,,,,
2791,,,,
2792,,,,
2793,,|2757_2793_1_983_,,
2794,,,,
2795,,,,
2796,,,,
2797,,,,
2798,,,,
2799,,,,
2800,,|2764_2800_1_985_,,
2801,,,,
2802,,,,
2803,,,,
2804,,,,
2805,,,,
2806,,,,
2807,,,,
2808,,,,
2809,,,,
2810,,,,
2811,,,,
2812,,,,
2813,,,,
2814,,,,
2815,,|2787_2815_1_987_,,
2816,,,,
2817,,,,
2818,,,,
2819,,|2784_2819_1_986_,,
2820,,,,
2821,,,,
2822,,,,
2823,,,,
2824,,,,
2825,,,,
2826,,,,
2827,,,,
2828,,,,
2829,,,|2789_2829_2_988_,
2830,,|2790_2830_1_989_,,
2831,,,|2791_2831_2_990_,
2832,,,,
2833,,,,
2834,,|2802_2834_1_991_,,
2835,,,,
2836,,,,
2837,|2825_2837_0_993_,,,
2838,,,,
2839,,,,
2840,,,,
2841,,,,
2842,,,,
2843,,,,
2844,,,,
2845,,,,
2846,,,,
2847,,,,
2848,,,,
2849,,,,
2850,,,,
2851,,|2813_2851_1_992_,,
2852,,,,
2853,,,,
2854,,,,
2855,,,,
2856,,,,
2857,,,,
2858,,,,
2859,,,,
2860,,,,
2861,,,,
2862,,,,
2863,,,,
2864,,,,
2865,,,,
2866,,,,
2867,,,,
2868,,,,
2869,,,,
2870,,|2844_2870_1_995_,,
2871,,,,
2872,,,,
2873,,,,
2874,,|2838_2874_1_994_,,
2875,,|2845_2875_1_996_,,
2876,,|2863_2876_1_999_,,
2877,,,,
2878,,,,
2879,,,,
2880,,,,
2881,,,,
2882,,,,
2883,,,,
2884,,,,
2885,,,,
2886,,,,
2887,,|2851_2887_1_997_,,
2888,,,,
2889,,,,
2890,,,,
2891,,,,
2892,,,,
2893,,,,
2894,,,|2855_2894_2_998_,
2895,,,,
2896,,,,
2897,,,,
2898,,,,
2899,,,,
2900,,,,
2901,,,,
2902,,,,
2903,,,,
2904,,,,
2905,,,,
2906,,,|2866_2906_2_1000_,
2907,,,,
2908,,,,
2909,,|2869_2909_1_1001_,,
2910,,,,
2911,,,,
2912,,,,
2913,,,,
2914,,,,
2915,,,,
2916,,,,
2917,,,,
2918,,,,
2919,,,,
2920,,,,
2921,,,,
2922,,,,
2923,,,,
2924,,,,
2925,,,,
2926,,,,
2927,,,|2887_2927_2_1002_,
2928,,,,
2929,,,,
2930,,,,
2931,,|2891_2931_1_1003_,,
2932,,,,
2933,,,|2898_2933_2_1005_,
2934,,,,
2935,,|2897_2935_1_1004_,,
2936,,,,
2937,,,,
2938,,|2917_2938_1_1008_,,
2939,,,,
2940,,,,
2941,,,,
2942,,,,
2943,,,,
2944,,,,
2945,,,,
2946,,,,
2947,,,,
2948,,,,
2949,,|2909_2949_1_1006_,,
2950,,|2910_2950_1_1007_,,
2951,,,,
2952,,,,
2953,,,,
2954,,,,
2955,,,,
2956,,,,
2957,,|2943_2957_1_1009_,,
2958,,,,
2959,,,,
2960,,,,
2961,,,,
2962,,,,
2963,,,,
2964,,,,
2965,,,,
2966,,,,
2967,,,,
2968,,,,
2969,,,,
2970,,,,
2971,,,,
2972,,,,
2973,,,,
2974,,,,
2975,,,,
2976,,,,
2977,,,,
2978,,,,
2979,,,,
2980,,,,
2981,,,,
2982,,,,
2983,,,,
2984,,,,
2985,,,,
2986,,,,
2987,,,,
2988,,,,
2989,,|2975_2989_1_1011_,,
2990,,,,
2991,,,|2968_2991_2_1010_,
2992,,,,
2993,,,,
2994,,,,
2995,,,,
2996,,,,
2997,,,,
2998,,,,
2999,,,,
3000,,,,
3001,,,,
3002,,,|2980_3002_2_1012_,
3003,,,,
3004,,,|3004_3004_2_1014_,
3005,,,,
3006,,,,
3007,,|3006_3007_1_1015_,,
3008,,,,
3009,,,,
3010,,,|3009_3010_2_1016_,
3011,,,,
3012,,,,
3013,,,,
3014,,,,
3015,,,,
3016,,,,
3017,,,,
3018,,,,
3019,,,,
3020,,,,
3021,,,,
3022,,,,
3023,,,,
3024,,,,
3025,,|3021_3025_1_1019_,,
3026,,|2989_3026_1_1013_,|3026_3026_2_1021_,
3027,,,,
3028,,,,
3029,,,,
3030,,,,
3031,,,,
3032,,,,
3033,,,,
3034,,,,
3035,,,,
3036,,,|3036_3036_2_1023_,
3037,,,,
3038,,,,
3039,,,,
3040,,,,
3041,,,,
3042,,,,
3043,,,,
3044,,,,
3045,,,,
3046,,,,
3047,,,|3047_3047_2_1025_,
3048,,,,
3049,,|3022_3049_1_1020_,,
3050,,|3013_3050_1_1017_|3042_3050_1_1024_,,
3051,,,,
3052,,,,
3053,,,,
3054,,|3018_3054_1_1018_,,
3055,,,|3055_3055_2_1026_,
3056,,,,
3057,,,|3057_3057_2_1027_,
3058,,,,
3059,,|3033_3059_1_1022_,,
3060,,,,
3061,,,,
3062,,,,
3063,,,,
3064,,,,
3065,,,,
3066,,,,
3067,,,,
3068,,,,
3069,,,,
3070,,,,
3071,,,,
3072,,|3071_3072_1_1029_,,
3073,,,,
3074,,,,
3075,,,,
3076,,,,
3077,,,,
3078,,,,
3079,,,,
3080,,,|3080_3080_2_1031_,
3081,,,,
3082,,,,
3083,,,,
3084,,,|3084_3084_2_1032_,
3085,,,,
3086,,,,
3087,,,,
3088,,|3088_3088_1_1034_,,
3089,,,,
3090,,,,
3091,,,,
3092,,,,
3093,,,|3093_3093_2_1035_,
3094,,,,
3095,,,,
3096,,,,
3097,,,,
3098,,,,
3099,,,|3074_3099_2_1030_,
3100,,,,
3101,,,,
3102,,,,
3103,,,,
3104,,,,
3105,,,,
3106,,,,
3107,,,,
3108,,,,
3109,,|3070_3109_1_1028_,,
3110,,,,
3111,,,,
3112,,,,
3113,,,,
3114,,,,
3115,,,,
3116,,,,
3117,,,,
3118,,,|3118_3118_2_1037_,
3119,,,,
3120,,,,
3121,,,,
3122,,|3095_3122_1_1036_,,
3123,,,,
3124,,,,
3125,,,,
3126,,|3086_3126_1_1033_,,
3127,,,,
3128,,,,
3129,,,,
3130,,,,
3131,,,,
3132,,,,
3133,,,,
3134,,,,
3135,,,,
3136,,,,
3137,,,,
3138,,,,
3139,,|3137_3139_1_1039_,,
3140,,,,
3141,,,,
3142,,|3125_3142_1_1038_,,
3143,,,,
3144,,,,
3145,,,,
3146,,,,
3147,,,,
3148,,,,
3149,,,,
3150,,,,
3151,,,,
3152,,,,
3153,,,,
3154,,,,
3155,,,,
3156,,,,
3157,,,,
3158,,,,
3159,,,,
3160,,,,
3161,,,,
3162,,,,
3163,,,,
3164,,,,
3165,,,,
3166,,,,
3167,,|3149_3167_1_1040_,,
3168,,,|3168_3168_2_1045_,
3169,,,,
3170,,,,
3171,,|3159_3171_1_1042_,,
3172,,,,
3173,,,,
3174,,,,
3175,,,,
3176,,,,
3177,,|3154_3177_1_1041_,,
3178,,,,
3179,,,,
3180,,,,
3181,,,,
3182,,,,
3183,,,,
3184,,,,
3185,,,,
3186,,,,
3187,,|3166_3187_1_1044_,,
3188,,,,
3189,,,,
3190,,|3174_3190_1_1046_,,
3191,,,,
3192,,|3164_3192_1_1043_,,
3193,,,,
3194,,,,
3195,,,,
3196,,,,
3197,,,,
3198,,,|3182_3198_2_1048_,
3199,,,,
3200,,|3175_3200_1_1047_,,
3201,,,,
3202,,,,
3203,,,,
3204,,,|3204_3204_2_1050_,
3205,,,,
3206,,,,
3207,,,,
3208,,,,
3209,,,,
3210,,,,
3211,,,,
3212,,,,
3213,,,,
3214,,,,
3215,,,,
3216,,,,
3217,,|3201_3217_1_1049_,,
3218,,,,
3219,,,,
3220,,,,
3221,,,,
3222,,,,
3223,,,,
3224,,,,
3225,,,,
3226,,,|3226_3226_2_1052_,
3227,,,,
3228,,,,
3229,,,|3229_3229_2_1054_,
3230,,,,
3231,,,,
3232,,,,
3233,,,,
3234,,,,
3235,,,,
3236,,,,
3237,,,,
3238,,,,
3239,,,,
3240,,,,
3241,,,,
3242,,,,
3243,,,|3243_3243_2_1056_,
3244,,,,
3245,,,,
3246,,,,
3247,,,,
3248,,,,
3249,,,,
3250,,,,
3251,,,,
3252,,|3223_3252_1_1051_,,
3253,,,,
3254,,,,
3255,,,,
3256,,,,
3257,,|3237_3257_1_1055_,,
3258,,,,
3259,,|3252_3259_1_1057_,,
3260,,,,
3261,,,,
3262,,,,
3263,,,,
3264,,,,
3265,,,,
3266,,|3228_3266_1_1053_,,
3267,,,,
3268,,,,
3269,,,,
3270,,,,
3271,,,,
3272,,,,
3273,,,,
3274,,,,
3275,,,,
3276,,,,
3277,,,,
3278,,,|3258_3278_2_1058_|3278_3278_2_1060_,
3279,,,,
3280,,,,
3281,,,,
3282,,,,
3283,,,,
3284,,,,
3285,,,,
3286,,,,
3287,,,,
3288,,,,
3289,,,,
3290,,,,
3291,,,,
3292,,,,
3293,,,,
3294,,,,
3295,,,,
3296,,,,
3297,,,,
3298,,,,
3299,,,,
3300,,,,
3301,,,,
3302,,,,
3303,,,,
3304,,,,
3305,,,|3266_3305_2_1059_,
3306,,,,
3307,,,,
3308,,|3303_3308_1_1063_,,
3309,,|3308_3309_1_1064_,,
3310,,,,
3311,,,,
3312,,,,
3313,,,,
3314,,,,
3315,,,,
3316,,,|3316_3316_2_1065_,
3317,,,,
3318,,|3294_3318_1_1061_|3297_3318_1_1062_,,
3319,,,,
3320,,,,
3321,,,,
3322,,,,
3323,,,,
3324,,,,
3325,,,,
3326,,,,
3327,,,,
3328,,,,
3329,,,,
3330,,,,
3331,,,,
3332,,,,
3333,,,,
3334,,,,
3335,,,,
3336,,,,
3337,,,,
3338,,,,
3339,,,,
3340,,,,
3341,,,,
3342,,,,
3343,,,,
3344,,|3326_3344_1_1068_,,
3345,,,,
3346,,,,
3347,,,,
3348,,,,
3349,,,,
3350,,,,
3351,,,,
3352,,,,
3353,,,,
3354,,,,
3355,,,,
3356,,,,
3357,,,,
3358,,,,
3359,,,,
3360,,,|3320_3360_2_1066_,
3361,,,,
3362,,,,
3363,,,,
3364,,,,
3365,,|3325_3365_1_1067_,,
3366,,,,
3367,,,,
3368,,,,
3369,,,,
3370,,,,
3371,,,,
3372,,,,
3373,,,,
3374,,,,
3375,,,,
3376,,,,
3377,,,,
3378,,,,
3379,,|3372_3379_1_1071_,,
3380,,|3368_3380_1_1070_,,
3381,,,,
3382,,,,
3383,,,,
3384,,,,
3385,,|3363_3385_1_1069_,,
3386,,,,
3387,,,,
3388,,,,
3389,,,,
3390,,,,
3391,,,,
3392,,,,
3393,,,,
3394,,,,
3395,,,,
3396,,,,
3397,,,,
3398,,,,
3399,,,,
3400,,,,
3401,,,,
3402,,,,
3403,,,,
3404,,,,
3405,,,,
3406,,,,
3407,,,,
3408,,,,
3409,,,,
3410,,,,
3411,,,,
3412,,,,
3413,,,,
3414,,,,
3415,,,,
3416,,,,
3417,,,,
3418,,,,
3419,,,,
3420,,|3396_3420_1_1073_,,
3421,,,,
3422,,,,
3423,,|3415_3423_1_1074_,,
3424,,,,
3425,,,,
3426,,,,
3427,,,,
3428,,|3388_3428_1_1072_,,
3429,,,,
3430,,,,
3431,,,,
3432,,,,
3433,,,,
3434,,,,
3435,,,,
3436,,|3435_3436_1_1077_,,
3437,,,,
3438,,|3424_3438_1_1076_,,
3439,,,,
3440,,,,
3441,,|3418_3441_1_1075_,,
3442,,,,
3443,,,,
3444,,,|3444_3444_2_1078_,
3445,,,,
3446,,,,
3447,,,|3447_3447_2_1079_,
3448,,,,
3449,,,,
3450,,,,
3451,,,,
3452,,,,
3453,,,,
3454,,,,
3455,,,,
3456,,|3452_3456_1_1081_,,
3457,,,,
3458,,,,
3459,,,,
3460,,,,
3461,,,,
3462,,,|3449_3462_2_1080_,
3463,,,,
3464,,,,
3465,,,,
3466,,,,
3467,,,,
3468,,,,
3469,,,,
3470,,,,
3471,,,,
3472,,,,
3473,,,,
3474,,,,
3475,,,,
3476,,,,
3477,,,,
3478,,,,
3479,,,,
3480,,,,
3481,,,,
3482,,,|3482_3482_2_1087_,
3483,,,,
3484,,|3480_3484_1_1086_,,
3485,,,,
3486,,,,
3487,,,,
3488,,,,
3489,,,,
3490,,,,
3491,,,,
3492,,,,
3493,,,,
3494,,,,
3495,,,,
3496,,,,
3497,,,,
3498,,,,
3499,,,,
3500,,,,
3501,,,,
3502,,,,
3503,,,|3503_3503_2_1089_,
3504,,,,
3505,,,,
3506,,|3469_3506_1_1082_|3488_3506_1_1088_,,
3507,,,,
3508,,|3470_3508_1_1083_,,
3509,,,,
3510,,,,
3511,,|3471_3511_1_1084_,,
3512,,,,
3513,,,,
3514,,|3474_3514_1_1085_,,
3515,,,,
3516,,,,
3517,,,|3517_3517_2_1094_,
3518,,,,
3519,,,,
3520,,,,
3521,,,,
3522,,,,
3523,,,,
3524,,,,
3525,,|3518_3525_1_1095_,,
3526,,,,
3527,,,,
3528,,,,
3529,,,,
3530,,,,
3531,,,,
3532,,|3508_3532_1_1091_,,
3533,,,|3504_3533_2_1090_,
3534,,,,
3535,,,,
3536,,,,
3537,,,,
3538,,|3514_3538_1_1093_,,
3539,,,,
3540,,,,
3541,,,,
3542,,,,
3543,,,,
3544,,,,
3545,,,,
3546,,,,
3547,,,,
3548,,,,
3549,,,,
3550,,,,
3551,,,,
3552,,,|3552_3552_2_1096_,
3553,,|3513_3553_1_1092_,,
3554,,,,
3555,,,,
3556,,,,
3557,,,,
3558,,,,
3559,,,,
3560,,,,
3561,,,,
3562,,,,
3563,,,,
3564,,,,
3565,,,,
3566,,,,
3567,,,,
3568,,,,
3569,,,,
3570,,,,
3571,,,,
3572,,,,
3573,,,,
3574,,,,
3575,,,,
3576,,,,
3577,,,,
3578,,,,
3579,,,,
3580,,,,
3581,,,,
3582,,,,
3583,,,,
3584,,,,
3585,,,,
3586,,,,
3587,,,,
3588,,,,
3589,,,,
3590,,,,
3591,,,,
3592,,,,
3593,,,,
3594,,,,
3595,,|3558_3595_1_1097_,,
3596,,,,
3597,,,|3597_3597_2_1103_,
3598,,,,
3599,,,,
3600,,,,
3601,,,,
3602,,|3562_3602_1_1098_|3565_3602_1_1099_,,
3603,,|3566_3603_1_1100_,,
3604,,,,
3605,,,,
3606,,,,
3607,,,,
3608,,,,
3609,,,,
3610,,,,
3611,,,,
3612,,,,
3613,,,,
3614,,,,
3615,,,,
3616,,|3576_3616_1_1101_,,
3617,,,,
3618,,,,
3619,,,,
3620,,|3580_3620_1_1102_,,
3621,,,,
3622,,,,
3623,,,,
3624,,,,
3625,,,,
3626,,,,
3627,,,,
3628,,,,
3629,,,,
3630,,,,
3631,,,,
3632,,,,
3633,,,,
3634,,,,
3635,,,,
3636,,,,
3637,,,,
3638,,,,
3639,,,,
